,EUCLIDEAN,KPCA [Linear],KPCA [Poly-2],KPCA [Poly-3],KPCA [RBF],KPCA [Laplacian],KDA [Linear],KDA [Poly-2],KDA [Poly-3],KDA [RBF],KDA [Laplacian],KANMM [Linear],KANMM [Poly-2],KANMM [Poly-3],KANMM [RBF],KANMM [Laplacian],KDMLMJ [Linear],KDMLMJ [Poly-2],KDMLMJ [Poly-3],KDMLMJ [RBF],KDMLMJ [Laplacian],KLMNN [Linear],KLMNN [Poly-2],KLMNN [Poly-3],KLMNN [RBF],KLMNN [Laplacian]
FOLD 1,0.8309859154929577,0.8309859154929577,0.8309859154929577,0.8309859154929577,0.8309859154929577,0.8450704225352113,0.8591549295774648,0.8873239436619719,0.8732394366197183,0.8169014084507042,0.8028169014084507,0.9154929577464789,0.9154929577464789,0.9154929577464789,0.9154929577464789,0.8873239436619719,0.9014084507042254,0.8873239436619719,0.9014084507042254,0.8591549295774648,0.9014084507042254,0.9859154929577465,1.0,1.0,1.0,1.0
FOLD 2,0.8309859154929577,0.8309859154929577,0.8169014084507042,0.8309859154929577,0.8309859154929577,0.8450704225352113,0.7887323943661971,0.8309859154929577,0.8309859154929577,0.8450704225352113,0.8450704225352113,0.8873239436619719,0.9014084507042254,0.9014084507042254,0.8732394366197183,0.8591549295774648,0.9154929577464789,0.8732394366197183,0.9436619718309859,0.8591549295774648,0.9436619718309859,0.9859154929577465,1.0,1.0,1.0,1.0
FOLD 3,0.8309859154929577,0.8309859154929577,0.8028169014084507,0.8028169014084507,0.8309859154929577,0.8450704225352113,0.8309859154929577,0.8169014084507042,0.8309859154929577,0.8450704225352113,0.8309859154929577,0.8591549295774648,0.8591549295774648,0.8450704225352113,0.8309859154929577,0.8309859154929577,0.9014084507042254,0.8732394366197183,0.9014084507042254,0.8873239436619719,0.9295774647887324,0.971830985915493,1.0,1.0,1.0,1.0
FOLD 4,0.8055555555555556,0.8055555555555556,0.7777777777777778,0.7777777777777778,0.8055555555555556,0.8194444444444444,0.8333333333333334,0.8194444444444444,0.8194444444444444,0.8055555555555556,0.8194444444444444,0.8333333333333334,0.8333333333333334,0.8194444444444444,0.7777777777777778,0.7777777777777778,0.8472222222222222,0.8333333333333334,0.8472222222222222,0.8333333333333334,0.8611111111111112,0.9722222222222222,1.0,1.0,1.0,1.0
FOLD 5,0.8055555555555556,0.8055555555555556,0.7916666666666666,0.7916666666666666,0.8055555555555556,0.8333333333333334,0.8333333333333334,0.8194444444444444,0.8194444444444444,0.8055555555555556,0.7916666666666666,0.875,0.875,0.8611111111111112,0.8194444444444444,0.8055555555555556,0.9027777777777778,0.8472222222222222,0.9305555555555556,0.8611111111111112,0.9166666666666666,0.9722222222222222,1.0,1.0,1.0,1.0
FOLD 6,0.875,0.875,0.8472222222222222,0.8472222222222222,0.875,0.8888888888888888,0.8333333333333334,0.8472222222222222,0.8472222222222222,0.8055555555555556,0.7916666666666666,0.8888888888888888,0.8888888888888888,0.875,0.8333333333333334,0.8333333333333334,0.9027777777777778,0.9027777777777778,0.9444444444444444,0.9027777777777778,0.9444444444444444,0.9722222222222222,1.0,1.0,1.0,1.0
FOLD 7,0.8194444444444444,0.8194444444444444,0.8055555555555556,0.8055555555555556,0.8194444444444444,0.8333333333333334,0.8194444444444444,0.8472222222222222,0.8611111111111112,0.8194444444444444,0.7916666666666666,0.8472222222222222,0.8472222222222222,0.8611111111111112,0.8333333333333334,0.8333333333333334,0.8611111111111112,0.875,0.9166666666666666,0.8888888888888888,0.9305555555555556,0.9861111111111112,1.0,1.0,1.0,1.0
FOLD 8,0.8082191780821918,0.8082191780821918,0.8082191780821918,0.8082191780821918,0.8082191780821918,0.821917808219178,0.8767123287671232,0.8493150684931506,0.8767123287671232,0.7945205479452054,0.7945205479452054,0.8904109589041096,0.8904109589041096,0.8767123287671232,0.8082191780821918,0.7945205479452054,0.8493150684931506,0.8356164383561644,0.9041095890410958,0.8356164383561644,0.9041095890410958,0.9726027397260274,1.0,1.0,1.0,1.0
FOLD 9,0.821917808219178,0.821917808219178,0.8082191780821918,0.821917808219178,0.821917808219178,0.8493150684931506,0.821917808219178,0.8493150684931506,0.863013698630137,0.8356164383561644,0.821917808219178,0.863013698630137,0.863013698630137,0.863013698630137,0.8767123287671232,0.8904109589041096,0.8904109589041096,0.9041095890410958,0.958904109589041,0.9041095890410958,0.958904109589041,0.9863013698630136,1.0,1.0,1.0,1.0
FOLD 10,0.8082191780821918,0.8082191780821918,0.7945205479452054,0.7945205479452054,0.8082191780821918,0.821917808219178,0.821917808219178,0.8493150684931506,0.8493150684931506,0.8082191780821918,0.821917808219178,0.8356164383561644,0.8356164383561644,0.8356164383561644,0.7945205479452054,0.7945205479452054,0.863013698630137,0.8767123287671232,0.9315068493150684,0.8767123287671232,0.9178082191780822,0.9726027397260274,1.0,1.0,1.0,1.0
MEAN,0.8236869466417989,0.8236869466417989,0.8083885351683925,0.8111668488863163,0.8236869466417989,0.840336195253714,0.8318865629086544,0.841648980641842,0.8471474585718269,0.8181509529015798,0.8111673848264627,0.8695457371320771,0.8709541878363025,0.8653980963406006,0.8363059253542564,0.8306916843526914,0.8834938474071217,0.8708574506399124,0.9179888310073532,0.8708183270092397,0.9208247582909941,0.9777946598923833,1.0,1.0,1.0,1.0
