,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.7723905723905724,0.5717171717171717
FOLD 2,0.5405405405405406,0.7390663390663391
FOLD 3,0.5400491400491401,0.7385749385749386
FOLD 4,0.5397838899803536,0.7441060903732809
FOLD 5,0.5402750491159135,0.7450884086444007
FOLD 6,0.5402750491159135,0.7450884086444007
FOLD 7,0.5397838899803536,0.7455795677799607
FOLD 8,0.5392927308447937,0.7544204322200393
FOLD 9,0.5390279823269514,0.748159057437408
FOLD 10,0.5390279823269514,0.748159057437408
MEAN,0.5630446826671482,0.7279959471895348
