,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.7754342431761787,0.8535980148883374,0.7276674937965261,0.793424317617866,0.8362282878411911,0.0
FOLD 2,0.7719950433705081,0.8649318463444857,0.7397769516728625,0.8097893432465924,0.8135068153655515,0.0
FOLD 3,0.7704207920792079,0.8508663366336634,0.7289603960396039,0.7896039603960396,0.8131188118811881,0.0
FOLD 4,0.7724180581323439,0.8435374149659864,0.7458256029684601,0.7977736549165121,0.8286951144094001,0.0
FOLD 5,0.7620519159456118,0.8547589616810878,0.7243510506798516,0.8034610630407911,0.8164400494437577,0.0
FOLD 6,0.7688504326328801,0.8559950556242274,0.7404202719406675,0.7911001236093943,0.8454882571075402,0.0
FOLD 7,0.7737948084054388,0.8504326328800988,0.7398022249690976,0.7917181705809642,0.8096415327564895,0.0
FOLD 8,0.7801111797405806,0.8579369981470043,0.7344039530574429,0.8017294626312539,0.8375540457072267,0.0
FOLD 9,0.769753086419753,0.8611111111111112,0.7450617283950617,0.8098765432098766,0.7796296296296297,0.0
FOLD 10,0.7760641579272054,0.8599629858112277,0.7316471314003702,0.8062924120913016,0.8476249228871067,0.0
MEAN,0.7720893717829708,0.8553131358087229,0.7357916804919944,0.7994769051340591,0.8227927467029081,0.0
