,EUCLIDEAN,KPCA [Linear],KPCA [Poly-2],KPCA [Poly-3],KPCA [RBF],KPCA [Laplacian],KDA [Linear],KDA [Poly-2],KDA [Poly-3],KDA [RBF],KDA [Laplacian],KANMM [Linear],KANMM [Poly-2],KANMM [Poly-3],KANMM [RBF],KANMM [Laplacian],KDMLMJ [Linear],KDMLMJ [Poly-2],KDMLMJ [Poly-3],KDMLMJ [RBF],KDMLMJ [Laplacian],KLMNN [Linear],KLMNN [Poly-2],KLMNN [Poly-3],KLMNN [RBF],KLMNN [Laplacian]
FOLD 1,0.9622641509433962,0.9622641509433962,0.9685534591194969,0.9685534591194969,0.9622641509433962,0.9685534591194969,0.9371069182389937,0.9056603773584906,0.9119496855345912,0.9685534591194969,0.9811320754716981,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9874213836477987,0.9811320754716981,0.9937106918238994,0.9811320754716981,0.9937106918238994,0.9937106918238994,0.9937106918238994,1.0,1.0,1.0,1.0,1.0
FOLD 2,0.9625,0.9625,0.9625,0.9625,0.9625,0.975,0.93125,0.91875,0.91875,0.95625,0.95,0.925,0.925,0.925,0.9875,0.9875,0.9875,0.975,0.9875,0.98125,0.99375,1.0,1.0,1.0,1.0,1.0
FOLD 3,0.98125,0.98125,0.975,0.96875,0.98125,0.975,0.91875,0.91875,0.925,0.9625,0.975,0.925,0.925,0.925,0.9875,0.98125,0.9875,0.98125,0.9875,0.9875,0.99375,1.0,1.0,1.0,1.0,1.0
FOLD 4,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9125,0.90625,0.90625,0.9625,0.96875,0.925,0.925,0.925,0.98125,0.98125,0.98125,0.9875,0.9875,0.98125,0.99375,1.0,1.0,1.0,1.0,1.0
FOLD 5,0.95625,0.95625,0.9625,0.95625,0.95625,0.9625,0.93125,0.91875,0.91875,0.9625,0.96875,0.9375,0.9375,0.9375,0.98125,0.98125,0.975,0.975,0.975,0.98125,0.99375,1.0,1.0,1.0,1.0,1.0
FOLD 6,0.95625,0.95625,0.95625,0.95625,0.95625,0.95625,0.93125,0.91875,0.925,0.96875,0.9625,0.9375,0.9375,0.9375,0.99375,0.9875,0.98125,0.98125,0.98125,0.98125,0.99375,1.0,1.0,1.0,1.0,1.0
FOLD 7,0.94375,0.94375,0.94375,0.9375,0.94375,0.9625,0.925,0.91875,0.91875,0.98125,0.975,0.9375,0.9375,0.9375,0.9875,0.98125,0.96875,0.975,0.96875,0.96875,0.99375,1.0,1.0,1.0,1.0,1.0
FOLD 8,0.9625,0.9625,0.9625,0.9625,0.9625,0.975,0.925,0.9125,0.9125,0.95625,0.9625,0.925,0.925,0.925,0.975,0.98125,0.975,0.96875,0.96875,0.975,1.0,1.0,1.0,1.0,1.0,1.0
FOLD 9,0.968944099378882,0.968944099378882,0.968944099378882,0.968944099378882,0.968944099378882,0.968944099378882,0.9254658385093167,0.9254658385093167,0.9316770186335404,0.9565217391304348,0.9751552795031055,0.937888198757764,0.937888198757764,0.937888198757764,0.9813664596273292,0.9813664596273292,0.9875776397515528,0.9937888198757764,0.9937888198757764,0.9875776397515528,1.0,0.9937888198757764,1.0,1.0,1.0,1.0
FOLD 10,0.9506172839506173,0.9506172839506173,0.9629629629629629,0.9629629629629629,0.9506172839506173,0.9629629629629629,0.9320987654320988,0.9259259259259259,0.9320987654320988,0.9691358024691358,0.9753086419753086,0.9320987654320988,0.9382716049382716,0.9320987654320988,0.9814814814814815,0.9814814814814815,0.9876543209876543,0.9753086419753086,0.9876543209876543,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,1.0
MEAN,0.9606825534272895,0.9606825534272895,0.9625460521461342,0.9606710521461344,0.9606825534272895,0.9669210521461343,0.9269671522180408,0.9169552141793733,0.9200725469600229,0.9644211000719067,0.9694095996950113,0.9325883190604956,0.9332056030111129,0.9325883190604956,0.9844019324756609,0.9825230016580508,0.9825192652563107,0.9793979537322782,0.9831403832687329,0.9819019813056933,0.99562106918239,0.9993788819875776,1.0,1.0,1.0,1.0
