,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.7813673929376409,0.7783621337340345
FOLD 2,0.7978963185574756,0.7806160781367393
FOLD 3,0.8016528925619835,0.6401202103681443
FOLD 4,0.8018018018018018,0.7702702702702703
FOLD 5,0.8025525525525525,0.6403903903903904
FOLD 6,0.7942942942942943,0.7717717717717718
FOLD 7,0.816066066066066,0.777027027027027
FOLD 8,0.8064516129032258,0.63615903975994
FOLD 9,0.7966991747936985,0.6324081020255063
FOLD 10,0.8034508627156789,0.7704426106526632
MEAN,0.8002232969184417,0.7197567634136487
