,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.7170418006430869,0.8713826366559485,0.7170418006430869,0.7877813504823151,0.8070739549839229,0.7234726688102894
FOLD 2,0.7238095238095238,0.8634920634920635,0.7396825396825397,0.8,0.8158730158730159,0.726984126984127
FOLD 3,0.7206349206349206,0.8761904761904762,0.7428571428571429,0.8063492063492064,0.8095238095238095,0.7238095238095238
FOLD 4,0.7398119122257053,0.8620689655172413,0.7648902821316614,0.8307210031347962,0.8119122257053292,0.7335423197492164
FOLD 5,0.7424242424242424,0.8757575757575757,0.7515151515151515,0.8363636363636363,0.803030303030303,0.7424242424242424
FOLD 6,0.7515151515151515,0.8757575757575757,0.7424242424242424,0.8181818181818182,0.796969696969697,0.7363636363636363
FOLD 7,0.7696969696969697,0.8575757575757575,0.7787878787878788,0.806060606060606,0.796969696969697,0.7606060606060606
FOLD 8,0.7393939393939394,0.8606060606060606,0.7454545454545455,0.8393939393939394,0.7848484848484848,0.7424242424242424
FOLD 9,0.7212121212121212,0.8606060606060606,0.7454545454545455,0.8363636363636363,0.7696969696969697,0.7575757575757576
FOLD 10,0.7393939393939394,0.8545454545454545,0.7636363636363637,0.8393939393939394,0.8272727272727273,0.7515151515151515
MEAN,0.7364934520949601,0.8657982626704215,0.7491744492587158,0.8200609135723893,0.8023170884873956,0.7398717730262246
