,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.5768799102132436,0.7755331088664422
FOLD 2,0.5836139169472503,0.7755331088664422
FOLD 3,0.5847362514029181,0.7755331088664422
FOLD 4,0.5589225589225589,0.7519640852974186
FOLD 5,0.5555555555555556,0.7654320987654321
FOLD 6,0.5824915824915825,0.7665544332210998
FOLD 7,0.5768799102132436,0.7676767676767676
FOLD 8,0.5701459034792368,0.7676767676767676
FOLD 9,0.5768799102132436,0.7744107744107744
FOLD 10,0.5667789001122334,0.7699214365881033
MEAN,0.5732884399551066,0.7690235690235689
