,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.7797897196261683,0.7967289719626168
FOLD 2,0.7827102803738317,0.8008177570093458
FOLD 3,0.7792056074766355,0.794392523364486
FOLD 4,0.7768691588785047,0.7908878504672897
FOLD 5,0.7787507297139521,0.7904261529480444
FOLD 6,0.7769994162288383,0.7985989492119089
FOLD 7,0.7723292469352014,0.7956800934033859
FOLD 8,0.7799182720373613,0.793928779918272
FOLD 9,0.7851722124927029,0.7927612375948628
FOLD 10,0.7747957992998833,0.7928821470245041
MEAN,0.7786540443063078,0.7947104462904716
