,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8548387096774194,0.9086021505376344,0.9193548387096774,0.989247311827957,0.9408602150537636,1.0
FOLD 2,0.8342245989304813,0.9090909090909092,0.8823529411764706,0.9679144385026738,0.9839572192513372,1.0
FOLD 3,0.8877005347593583,0.8823529411764706,0.8823529411764706,0.9572192513368984,0.9786096256684492,1.0
FOLD 4,0.8609625668449198,0.9251336898395722,0.9037433155080212,0.9411764705882352,0.9839572192513372,1.0
FOLD 5,0.8556149732620321,0.9090909090909092,0.8983957219251337,0.9893048128342246,0.9839572192513372,1.0
FOLD 6,0.8716577540106952,0.8502673796791443,0.893048128342246,0.9625668449197858,0.9732620320855616,0.9946524064171124
FOLD 7,0.8449197860962567,0.9037433155080212,0.893048128342246,0.9625668449197858,0.9679144385026738,1.0
FOLD 8,0.8776595744680851,0.9361702127659576,0.8882978723404256,0.952127659574468,0.9787234042553192,1.0
FOLD 9,0.8563829787234043,0.9148936170212766,0.898936170212766,0.9574468085106383,0.9893617021276596,1.0
FOLD 10,0.8563829787234043,0.8723404255319149,0.898936170212766,0.9734042553191492,0.9840425531914894,1.0
MEAN,0.8600344455496056,0.9011685550241809,0.8958466227946223,0.9652974698333816,0.9764645628638927,0.9994652406417112
