,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8111380145278451,0.9418886198547216,0.8644067796610171,0.6973365617433414,0.0,0.0
FOLD 2,0.8305084745762712,0.9200968523002422,0.8740920096852299,0.7046004842615012,0.0,0.0
FOLD 3,0.8502415458937198,0.9347826086956522,0.8695652173913043,0.6908212560386473,0.0,0.0
FOLD 4,0.8429951690821256,0.9154589371980676,0.8864734299516909,0.5893719806763285,0.0,0.0
FOLD 5,0.8405797101449275,0.9033816425120772,0.8019323671497585,0.7294685990338164,0.0,0.0
FOLD 6,0.8502415458937198,0.9130434782608696,0.8285024154589372,0.7004830917874396,0.0,0.0
FOLD 7,0.8381642512077294,0.92512077294686,0.8743961352657005,0.7536231884057971,0.0,0.0
FOLD 8,0.8405797101449275,0.9154589371980676,0.8961352657004831,0.7439613526570048,0.0,0.0
FOLD 9,0.8337349397590361,0.9228915662650602,0.8409638554216867,0.5975903614457831,0.0,0.0
FOLD 10,0.8313253012048193,0.9228915662650602,0.8313253012048193,0.7879518072289157,0.0,0.0
MEAN,0.8369508662435121,0.9215014981496678,0.8567792776890627,0.6995208683278575,0.0,0.0
