,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.6516129032258065,0.6129032258064516
FOLD 2,0.6838709677419355,0.6645161290322581
FOLD 3,0.6516129032258065,0.6290322580645161
FOLD 4,0.6741935483870968,0.6870967741935484
FOLD 5,0.6870967741935484,0.6225806451612903
FOLD 6,0.6591639871382636,0.662379421221865
FOLD 7,0.639871382636656,0.6463022508038585
FOLD 8,0.6688102893890675,0.6141479099678456
FOLD 9,0.6559485530546624,0.6205787781350482
FOLD 10,0.617363344051447,0.6495176848874598
MEAN,0.658954465304429,0.6409055077274142
