,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.8617363344051447,0.9517684887459807
FOLD 2,0.8666666666666667,0.9365079365079365
FOLD 3,0.8634920634920635,0.9428571428571428
FOLD 4,0.8620689655172413,0.9404388714733543
FOLD 5,0.8636363636363636,0.9424242424242424
FOLD 6,0.8757575757575757,0.9393939393939394
FOLD 7,0.8818181818181818,0.9393939393939394
FOLD 8,0.8878787878787879,0.9363636363636364
FOLD 9,0.8818181818181818,0.9424242424242424
FOLD 10,0.8727272727272727,0.9484848484848485
MEAN,0.871760039371748,0.9420057288069262
