,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.9811320754716981,0.9937106918238994
FOLD 2,0.96875,0.99375
FOLD 3,0.98125,0.9875
FOLD 4,0.975,0.99375
FOLD 5,0.975,0.99375
FOLD 6,0.96875,0.99375
FOLD 7,0.96875,0.9875
FOLD 8,0.98125,0.9875
FOLD 9,0.9875776397515528,0.9937888198757764
FOLD 10,0.9753086419753086,0.9876543209876543
MEAN,0.976276835719856,0.9912653832687329
