,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.9819819819819819,0.9857357357357357
FOLD 2,0.9797449362340586,0.9879969992498124
FOLD 3,0.9797449362340586,0.9879969992498124
FOLD 4,0.9759939984996249,0.9827456864216054
FOLD 5,0.978244561140285,0.9857464366091523
FOLD 6,0.9804951237809453,0.9857464366091523
FOLD 7,0.9789947486871718,0.9827456864216054
FOLD 8,0.9767441860465116,0.9849962490622656
FOLD 9,0.9752438109527382,0.9872468117029257
FOLD 10,0.9804951237809453,0.9842460615153789
MEAN,0.9787683407338322,0.9855203102577444
