,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8523002421307506,0.9491525423728814,0.8958837772397095,0.9176755447941888,0.9467312348668281,0.9612590799031476
FOLD 2,0.8353510895883777,0.9249394673123488,0.8668280871670703,0.8837772397094431,0.9443099273607748,0.9297820823244553
FOLD 3,0.8454106280193237,0.9347826086956522,0.8840579710144928,0.8913043478260869,0.9492753623188406,0.9516908212560388
FOLD 4,0.8478260869565217,0.92512077294686,0.8719806763285024,0.8864734299516909,0.9468599033816425,0.9347826086956522
FOLD 5,0.8357487922705314,0.9130434782608696,0.8647342995169082,0.8671497584541062,0.9396135265700483,0.9299516908212561
FOLD 6,0.8405797101449275,0.9106280193236715,0.8743961352657005,0.8913043478260869,0.9396135265700483,0.9323671497584541
FOLD 7,0.8647342995169082,0.9347826086956522,0.8961352657004831,0.8864734299516909,0.9468599033816425,0.9396135265700484
FOLD 8,0.8429951690821256,0.9299516908212561,0.8671497584541062,0.8985507246376812,0.9468599033816425,0.9468599033816424
FOLD 9,0.8385542168674699,0.927710843373494,0.8819277108433735,0.8987951807228916,0.946987951807229,0.9421686746987952
FOLD 10,0.8626506024096385,0.9204819277108434,0.8819277108433735,0.8987951807228916,0.9518072289156626,0.944578313253012
MEAN,0.8466150836986575,0.9270593959513528,0.878502139237372,0.8920299184596757,0.9458918468554358,0.9413053850662502
