,Euclidean,LDA,ITML,DMLMJ,NCA,LMNN,LSI,DML_eig,MCML,LDML
FOLD 1,0.9622641509433962,0.9937106918238994,0.9937106918238994,0.9937106918238994,0.9937106918238994,0.9937106918238994,0.9685534591194968,0.9937106918238994,1.0,0.9937106918238994
FOLD 2,0.9625,1.0,0.98125,0.98125,1.0,1.0,0.99375,1.0,0.99375,1.0
FOLD 3,0.98125,1.0,1.0,0.9875,1.0,0.99375,0.99375,1.0,1.0,1.0
FOLD 4,0.9625,0.99375,0.9875,0.98125,1.0,0.99375,0.96875,1.0,1.0,0.99375
FOLD 5,0.95625,1.0,0.9875,0.975,0.99375,0.99375,0.9875,1.0,1.0,1.0
FOLD 6,0.95625,0.99375,0.9875,0.98125,0.9875,0.99375,0.98125,1.0,1.0,0.99375
FOLD 7,0.94375,1.0,0.9875,0.96875,0.9875,0.99375,0.9875,0.9875,1.0,0.99375
FOLD 8,0.9625,1.0,0.99375,0.975,1.0,1.0,0.9875,1.0,1.0,0.99375
FOLD 9,0.968944099378882,0.9937888198757764,0.9937888198757764,0.9875776397515528,1.0,1.0,0.9813664596273292,1.0,0.9937888198757764,0.9937888198757764
FOLD 10,0.9506172839506172,0.9938271604938271,0.9876543209876544,0.9814814814814816,0.9938271604938272,0.9938271604938272,0.9876543209876544,0.9938271604938272,0.9876543209876543,0.9938271604938272
MEAN,0.9606825534272895,0.9968826672193503,0.9900153832687332,0.9812769813056933,0.9956287852317727,0.9956287852317727,0.9837574239734481,0.9975037852317727,0.9975193140863432,0.9956326672193503
