,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.8984126984126984,0.9396825396825397
FOLD 2,0.8952380952380953,0.9523809523809523
FOLD 3,0.9015873015873016,0.9365079365079365
FOLD 4,0.8857142857142857,0.9396825396825397
FOLD 5,0.8984126984126984,0.9492063492063492
FOLD 6,0.9240506329113924,0.9620253164556962
FOLD 7,0.917981072555205,0.9495268138801262
FOLD 8,0.9116719242902208,0.9526813880126183
FOLD 9,0.9211356466876972,0.9621451104100947
FOLD 10,0.9085173501577287,0.9337539432176656
MEAN,0.9062721705967322,0.9477592889436519
