,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.9176755447941889,0.9322033898305084
FOLD 2,0.8983050847457628,0.937046004842615
FOLD 3,0.8961352657004831,0.9516908212560387
FOLD 4,0.9009661835748792,0.9323671497584541
FOLD 5,0.8985507246376812,0.927536231884058
FOLD 6,0.8888888888888888,0.9106280193236715
FOLD 7,0.8913043478260869,0.9444444444444444
FOLD 8,0.8888888888888888,0.9371980676328503
FOLD 9,0.9012048192771084,0.9397590361445783
FOLD 10,0.9036144578313253,0.9228915662650602
MEAN,0.8985534206165294,0.9335764731382279
