,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.34925558312655086,0.3870967741935484,0.3207196029776675,0.3033498759305211,0.1011166253101737,0.9987593052109182
FOLD 2,0.34634448574969023,0.40148698884758366,0.30111524163568776,0.32589838909541513,0.09913258983890956,1.0
FOLD 3,0.33292079207920794,0.38304455445544555,0.3094059405940594,0.32054455445544555,0.0952970297029703,0.999381188118812
FOLD 4,0.3339517625231911,0.38280766852195425,0.3166357452071738,0.3129251700680272,0.10080395794681507,0.9987631416202843
FOLD 5,0.3176761433868974,0.38813349814585907,0.32509270704573545,0.33930778739184175,0.09826946847960444,0.99938195302843
FOLD 6,0.35599505562422745,0.41903584672435107,0.3510506798516687,0.3176761433868974,0.09641532756489493,0.99938195302843
FOLD 7,0.34487021013597036,0.3695920889987639,0.33559950556242274,0.2941903584672435,0.1007416563658838,0.99938195302843
FOLD 8,0.36133415688696724,0.3971587399629401,0.3230389129092032,0.3150092649783817,0.09944410129709698,0.9993823347745522
FOLD 9,0.35802469135802467,0.4049382716049383,0.33641975308641975,0.31790123456790126,0.09876543209876544,0.9987654320987654
FOLD 10,0.32942628007402835,0.39358420727945714,0.35471930906847626,0.27637260950030845,0.10055521283158544,1.0
MEAN,0.34297991609447553,0.39268786387348414,0.3273797397938515,0.31231753878419827,0.09905414014366995,0.9993197260908623
