,Euclidean + NCM,NCMML
FOLD 1,0.9811320754716981,1.0
FOLD 2,0.96875,1.0
FOLD 3,0.9625,1.0
FOLD 4,0.96875,1.0
FOLD 5,0.975,1.0
FOLD 6,0.96875,1.0
FOLD 7,0.96875,1.0
FOLD 8,0.95625,1.0
FOLD 9,0.9627329192546584,1.0
FOLD 10,0.9753086419753086,1.0
MEAN,0.9687923636701665,1.0
