,Euclidean + NCM,NCMML
FOLD 1,0.8617021276595744,0.8723404255319149
FOLD 2,0.8421052631578947,0.8526315789473684
FOLD 3,0.8526315789473684,0.8631578947368421
FOLD 4,0.8421052631578947,0.8736842105263158
FOLD 5,0.8526315789473684,0.8526315789473684
FOLD 6,0.8125,0.8333333333333334
FOLD 7,0.8125,0.8229166666666666
FOLD 8,0.8229166666666666,0.8333333333333334
FOLD 9,0.8333333333333334,0.84375
FOLD 10,0.8333333333333334,0.8645833333333334
MEAN,0.8365759145203434,0.8512362355356476
