,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.9882133995037221,0.978287841191067,0.989454094292804,0.9900744416873449,0.10270270270270272,0.9837837837837838
FOLD 2,0.9876084262701363,0.9758364312267658,0.9888475836431226,0.9876084262701363,0.09836065573770493,0.9836065573770492
FOLD 3,0.9863861386138614,0.9777227722772277,0.9876237623762376,0.989480198019802,0.09944751381215468,0.988950276243094
FOLD 4,0.987012987012987,0.9783549783549783,0.9888682745825603,0.9919604205318491,0.1,0.9888888888888888
FOLD 5,0.9870210135970334,0.9752781211372065,0.9876390605686032,0.9864029666254636,0.1005586592178771,0.988826815642458
FOLD 6,0.9888751545117429,0.977132262051916,0.9901112484548825,0.988257107540173,0.1005586592178771,0.9832402234636872
FOLD 7,0.9857849196538937,0.9777503090234858,0.9870210135970334,0.9876390605686032,0.1005586592178771,0.9832402234636872
FOLD 8,0.9888820259419395,0.9765287214329833,0.9888820259419395,0.9925880172946263,0.10112359550561796,0.9887640449438202
FOLD 9,0.987037037037037,0.9765432098765432,0.9882716049382716,0.9895061728395061,0.1016949152542373,0.9887005649717514
FOLD 10,0.9876619370758791,0.9759407772979642,0.9876619370758791,0.9913633559531153,0.10227272727272728,0.9829545454545454
MEAN,0.9874483039218234,0.9769375423870137,0.9884380605471333,0.9894880167330621,0.10072780879387762,0.9860955924232764
