,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.988833746898263,0.9776674937965261,0.988833746898263,0.988833746898263,0.10270270270270272,0.9837837837837838
FOLD 2,0.9888475836431226,0.9752168525402726,0.990086741016109,0.9888475836431226,0.09836065573770493,0.9836065573770492
FOLD 3,0.9876237623762376,0.9764851485148515,0.9876237623762376,0.9907178217821783,0.09944751381215468,0.988950276243094
FOLD 4,0.987012987012987,0.9777365491651205,0.987012987012987,0.9913419913419913,0.1,0.9888888888888888
FOLD 5,0.9864029666254636,0.9752781211372065,0.9876390605686032,0.988257107540173,0.1005586592178771,0.988826815642458
FOLD 6,0.988257107540173,0.9765142150803461,0.9888751545117429,0.988257107540173,0.1005586592178771,0.9832402234636872
FOLD 7,0.984548825710754,0.9796044499381953,0.9857849196538937,0.988257107540173,0.1005586592178771,0.9832402234636872
FOLD 8,0.9894996911673872,0.9765287214329833,0.9894996911673872,0.9907350216182829,0.10112359550561796,0.9887640449438202
FOLD 9,0.987037037037037,0.9777777777777777,0.9876543209876543,0.9876543209876543,0.1016949152542373,0.9887005649717514
FOLD 10,0.987045033929673,0.9759407772979642,0.986428130783467,0.9901295496607033,0.10227272727272728,0.9829545454545454
MEAN,0.98751087419411,0.9768750106681244,0.9879438514976344,0.9893031358552715,0.10072780879387762,0.9860955924232764
