,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.4731182795698925,0.9086021505376344,0.7311827956989247,0.8602150537634409,0.9301075268817204,0.7688172043010753
FOLD 2,0.5240641711229946,0.9090909090909092,0.7647058823529411,0.8556149732620321,0.9358288770053476,0.9197860962566845
FOLD 3,0.4759358288770054,0.8716577540106952,0.7860962566844921,0.839572192513369,0.9518716577540108,0.7700534759358288
FOLD 4,0.5401069518716578,0.9090909090909092,0.7379679144385026,0.8716577540106952,0.9358288770053476,0.5989304812834224
FOLD 5,0.5133689839572193,0.8983957219251337,0.7219251336898396,0.8609625668449198,0.9518716577540108,0.48663101604278075
FOLD 6,0.481283422459893,0.893048128342246,0.7593582887700535,0.8128342245989305,0.9037433155080212,0.5508021390374331
FOLD 7,0.4705882352941176,0.9251336898395722,0.7486631016042781,0.8609625668449198,0.9251336898395722,0.6844919786096256
FOLD 8,0.526595744680851,0.9361702127659576,0.7819148936170213,0.8404255319148937,0.9361702127659576,0.5478723404255319
FOLD 9,0.4893617021276596,0.9308510638297872,0.7446808510638298,0.8244680851063829,0.9414893617021276,0.6117021276595744
FOLD 10,0.4946808510638298,0.8829787234042553,0.7234042553191491,0.8617021276595744,0.9148936170212766,0.5212765957446809
MEAN,0.49891041710251205,0.90650192628371,0.7499899373239032,0.8488415076519157,0.932693879323739,0.6460363455296638
