,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.3183279742765273,0.5369774919614148,0.5401929260450161,0.4533762057877814,0.6205787781350482,0.5562700964630225
FOLD 2,0.30793650793650795,0.5777777777777777,0.4444444444444444,0.492063492063492,0.6634920634920635,0.5460317460317461
FOLD 3,0.2698412698412698,0.580952380952381,0.4222222222222222,0.4793650793650794,0.6412698412698413,0.6
FOLD 4,0.25705329153605017,0.554858934169279,0.4576802507836991,0.4952978056426332,0.6708463949843261,0.5109717868338558
FOLD 5,0.2515151515151515,0.5606060606060606,0.4878787878787879,0.4606060606060606,0.6393939393939394,0.5606060606060606
FOLD 6,0.2696969696969697,0.5333333333333333,0.44545454545454544,0.4757575757575758,0.6909090909090909,0.4303030303030303
FOLD 7,0.29393939393939394,0.5272727272727272,0.4878787878787879,0.4515151515151515,0.7121212121212122,0.5696969696969697
FOLD 8,0.3,0.5060606060606061,0.4,0.41818181818181815,0.6636363636363637,0.5939393939393941
FOLD 9,0.2575757575757576,0.5181818181818182,0.4363636363636363,0.5242424242424243,0.6848484848484848,0.5181818181818182
FOLD 10,0.2878787878787879,0.4666666666666667,0.4757575757575758,0.4696969696969697,0.6515151515151515,0.5303030303030303
MEAN,0.2813765104196416,0.5362687796982064,0.4597873176828715,0.4720102582858986,0.6638611320305522,0.5416303932358928
