,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.7655571635311144,0.6989869753979739
FOLD 2,0.7539797395079595,0.6613603473227206
FOLD 3,0.7554269175108539,0.6729377713458755
FOLD 4,0.7452966714905933,0.6700434153400868
FOLD 5,0.7496382054992764,0.6772793053545586
FOLD 6,0.7626628075253257,0.6700434153400868
FOLD 7,0.7626628075253257,0.6714905933429812
FOLD 8,0.7554269175108539,0.6671490593342981
FOLD 9,0.7644508670520231,0.6705202312138728
FOLD 10,0.75,0.6604046242774566
MEAN,0.7565102097153324,0.672021573826991
