,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.7978723404255319,0.6702127659574468
FOLD 2,0.6526315789473685,0.631578947368421
FOLD 3,0.5684210526315789,0.6210526315789474
FOLD 4,0.6526315789473685,0.631578947368421
FOLD 5,0.6,0.6105263157894737
FOLD 6,0.6145833333333334,0.625
FOLD 7,0.65625,0.6145833333333334
FOLD 8,0.6354166666666666,0.6145833333333334
FOLD 9,0.6458333333333334,0.6354166666666666
FOLD 10,0.65625,0.59375
MEAN,0.6479889884285182,0.6248282941396044
