,Euclidean + NCM,NCMML
FOLD 1,0.8591549295774648,0.9436619718309859
FOLD 2,0.8450704225352113,1.0
FOLD 3,0.8591549295774648,0.9577464788732394
FOLD 4,0.8472222222222222,1.0
FOLD 5,0.8333333333333334,0.9861111111111112
FOLD 6,0.8611111111111112,0.9722222222222222
FOLD 7,0.8333333333333334,1.0
FOLD 8,0.863013698630137,1.0
FOLD 9,0.863013698630137,1.0
FOLD 10,0.8356164383561644,0.9726027397260274
MEAN,0.850002411730658,0.9832344523763588
