,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8064516129032258,0.9086021505376344,0.8064516129032258,0.8817204301075269,0.9516129032258064,0.9946236559139785
FOLD 2,0.7754010695187166,0.9090909090909092,0.7754010695187166,0.8823529411764706,0.893048128342246,0.9893048128342246
FOLD 3,0.7860962566844921,0.8716577540106952,0.7860962566844921,0.8609625668449198,0.9251336898395722,0.9946524064171123
FOLD 4,0.7754010695187166,0.9090909090909092,0.7754010695187166,0.8716577540106952,0.93048128342246,0.9946524064171123
FOLD 5,0.7807486631016043,0.8983957219251337,0.7807486631016043,0.8823529411764706,0.9572192513368984,1.0
FOLD 6,0.8074866310160428,0.893048128342246,0.8074866310160428,0.8770053475935828,0.9625668449197858,0.9893048128342246
FOLD 7,0.7860962566844921,0.9251336898395722,0.7860962566844921,0.8609625668449198,0.9572192513368984,0.9946524064171123
FOLD 8,0.7978723404255319,0.9361702127659576,0.7978723404255319,0.8670212765957447,0.9627659574468084,0.9946808510638298
FOLD 9,0.7819148936170213,0.9308510638297872,0.7819148936170213,0.8723404255319149,0.9627659574468084,1.0
FOLD 10,0.7765957446808509,0.8829787234042553,0.7765957446808509,0.8670212765957447,0.9574468085106383,0.9893617021276596
MEAN,0.7874064538150695,0.90650192628371,0.7874064538150695,0.8723397526477991,0.9460260075827923,0.9941233054025254
