,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.7813504823151125,0.8778135048231511,0.7813504823151125,0.8585209003215434,0.8681672025723473,0.0
FOLD 2,0.7714285714285715,0.873015873015873,0.7650793650793649,0.8539682539682539,0.834920634920635,0.0
FOLD 3,0.7777777777777778,0.8634920634920635,0.7746031746031746,0.8634920634920635,0.8412698412698413,0.0
FOLD 4,0.8056426332288401,0.8746081504702194,0.8056426332288401,0.8746081504702194,0.8652037617554859,0.0
FOLD 5,0.8060606060606059,0.8757575757575757,0.8060606060606059,0.8666666666666667,0.8393939393939394,0.0
FOLD 6,0.8,0.8666666666666667,0.803030303030303,0.8757575757575757,0.8181818181818182,0.0
FOLD 7,0.8181818181818182,0.8727272727272727,0.8212121212121212,0.8939393939393939,0.8727272727272727,0.0
FOLD 8,0.8151515151515152,0.8575757575757575,0.8121212121212121,0.8696969696969697,0.8515151515151516,0.0
FOLD 9,0.7939393939393941,0.8666666666666667,0.796969696969697,0.8696969696969697,0.8151515151515152,0.0
FOLD 10,0.8090909090909091,0.8575757575757575,0.8060606060606059,0.8787878787878788,0.8363636363636363,0.0
MEAN,0.7978623707174544,0.8685899288771004,0.7972130200681037,0.8705134822797534,0.8442894773851644,0.0
