,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.9637305699481865,0.9637305699481865
FOLD 2,0.9533678756476683,0.9740932642487047
FOLD 3,0.9533678756476683,0.9896373056994818
FOLD 4,0.9585492227979274,0.9792746113989638
FOLD 5,0.9430051813471503,0.9689119170984456
FOLD 6,0.9484536082474226,0.9742268041237113
FOLD 7,0.9329896907216495,0.9690721649484536
FOLD 8,0.9432989690721649,0.9742268041237113
FOLD 9,0.9484536082474226,0.9690721649484536
FOLD 10,0.9536082474226805,0.979381443298969
MEAN,0.9498824849099942,0.9741627049837082
