,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8837772397094431,0.9418886198547216,0.9128329297820824,0.9322033898305084,0.9467312348668281,0.953995157384988
FOLD 2,0.8619854721549637,0.9200968523002422,0.9249394673123488,0.8958837772397095,0.9418886198547215,0.9346246973365616
FOLD 3,0.8574879227053142,0.9347826086956522,0.9323671497584541,0.9202898550724636,0.9516908212560387,0.9396135265700484
FOLD 4,0.8623188405797102,0.9154589371980676,0.92512077294686,0.92512077294686,0.9347826086956522,0.92512077294686
FOLD 5,0.8671497584541062,0.9033816425120772,0.9082125603864736,0.9057971014492754,0.9202898550724637,0.927536231884058
FOLD 6,0.8719806763285024,0.9130434782608696,0.9106280193236715,0.8961352657004831,0.9323671497584541,0.927536231884058
FOLD 7,0.8526570048309179,0.92512077294686,0.9347826086956522,0.9492753623188406,0.9468599033816425,0.9371980676328504
FOLD 8,0.8816425120772947,0.9154589371980676,0.92512077294686,0.9347826086956522,0.9444444444444444,0.9202898550724636
FOLD 9,0.8650602409638555,0.9228915662650602,0.9228915662650602,0.910843373493976,0.9373493975903614,0.9228915662650602
FOLD 10,0.8771084337349397,0.9228915662650602,0.9253012048192772,0.9253012048192772,0.944578313253012,0.9301204819277108
MEAN,0.8681168101539048,0.9215014981496678,0.922219705223674,0.9195632711567047,0.9400982348173619,0.9318926588904659
