,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.6259305210918115,0.6507444168734491,0.5477667493796526,0.5589330024813896,0.4801488833746898,0.9987593052109182
FOLD 2,0.6456009913258984,0.6604708798017348,0.5204460966542751,0.5433705080545229,0.4640644361833953,1.0
FOLD 3,0.6274752475247525,0.6478960396039604,0.5204207920792079,0.5600247524752475,0.4832920792079208,0.999381188118812
FOLD 4,0.6227581941867656,0.6617192331478046,0.5238095238095238,0.5670995670995671,0.4916512059369202,0.9987631416202843
FOLD 5,0.6316440049443758,0.6452410383189122,0.5438813349814586,0.5642768850432633,0.4573547589616811,0.99938195302843
FOLD 6,0.6279357231149567,0.6755253399258344,0.5482076637824475,0.5512978986402967,0.4666254635352287,0.99938195302843
FOLD 7,0.6316440049443758,0.688504326328801,0.5278121137206427,0.569221260815822,0.480840543881335,0.99938195302843
FOLD 8,0.6201358863495985,0.6880790611488573,0.5373687461395923,0.5491043854231007,0.4817788758492897,0.9993823347745522
FOLD 9,0.6197530864197531,0.6796296296296296,0.5456790123456791,0.5753086419753086,0.4462962962962963,0.9987654320987654
FOLD 10,0.6169031462060457,0.6718075262183837,0.5219000616903147,0.5700185070943862,0.4898210980876002,1.0
MEAN,0.6269780806108335,0.6669617490997367,0.5337292094582795,0.5608655409102904,0.4741873641314357,0.9993197260908623
