,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.6816720257234726,0.8327974276527331,0.6816720257234726,0.6977491961414791,0.7491961414790996,0.0
FOLD 2,0.6857142857142857,0.8412698412698413,0.6857142857142857,0.7015873015873015,0.7968253968253968,0.0
FOLD 3,0.6825396825396826,0.8444444444444444,0.6825396825396826,0.7111111111111111,0.7714285714285715,0.0
FOLD 4,0.7084639498432602,0.8463949843260188,0.7084639498432602,0.7115987460815048,0.8150470219435737,0.0
FOLD 5,0.7242424242424242,0.8333333333333334,0.7242424242424242,0.7272727272727273,0.7848484848484848,0.0
FOLD 6,0.7,0.8666666666666667,0.7,0.7060606060606059,0.7484848484848485,0.0
FOLD 7,0.7242424242424242,0.8515151515151516,0.7242424242424242,0.7363636363636363,0.8121212121212121,0.0
FOLD 8,0.7212121212121212,0.8363636363636363,0.7212121212121212,0.7393939393939394,0.8181818181818182,0.0
FOLD 9,0.7303030303030303,0.8484848484848485,0.7303030303030303,0.7242424242424242,0.7848484848484848,0.0
FOLD 10,0.7393939393939394,0.8515151515151516,0.7393939393939394,0.7272727272727273,0.803030303030303,0.0
MEAN,0.7097783883214641,0.8452785485571827,0.7097783883214641,0.7182652415527457,0.7884012283191794,0.0
