,EUCLIDEAN,KPCA [Linear],KPCA [Poly-2],KPCA [Poly-3],KPCA [RBF],KPCA [Laplacian],KDA [Linear],KDA [Poly-2],KDA [Poly-3],KDA [RBF],KDA [Laplacian],KANMM [Linear],KANMM [Poly-2],KANMM [Poly-3],KANMM [RBF],KANMM [Laplacian],KDMLMJ [Linear],KDMLMJ [Poly-2],KDMLMJ [Poly-3],KDMLMJ [RBF],KDMLMJ [Laplacian],KLMNN [Linear],KLMNN [Poly-2],KLMNN [Poly-3],KLMNN [RBF],KLMNN [Laplacian]
FOLD 1,0.5547169811320755,0.5547169811320755,0.5547169811320755,0.5471698113207547,0.5547169811320755,0.5320754716981132,0.4981132075471698,0.5207547169811321,0.5132075471698113,0.5320754716981132,0.49056603773584906,0.5773584905660377,0.5849056603773585,0.5811320754716981,0.5471698113207547,0.5320754716981132,0.5471698113207547,0.5547169811320755,0.5547169811320755,0.5471698113207547,0.5471698113207547,0.5471698113207547,0.5811320754716981,0.6075471698113207,0.7018867924528301,0.9811320754716981
FOLD 2,0.5660377358490566,0.5660377358490566,0.5660377358490566,0.5735849056603773,0.5660377358490566,0.5509433962264151,0.5471698113207547,0.5660377358490566,0.5509433962264151,0.5849056603773585,0.5471698113207547,0.5962264150943396,0.6,0.6,0.5811320754716981,0.569811320754717,0.5773584905660377,0.5849056603773585,0.5811320754716981,0.5773584905660377,0.5547169811320755,0.5886792452830188,0.6150943396226415,0.6792452830188679,0.7283018867924528,1.0
FOLD 3,0.5660377358490566,0.5660377358490566,0.5622641509433962,0.5622641509433962,0.5660377358490566,0.539622641509434,0.5584905660377358,0.5547169811320755,0.5773584905660377,0.5433962264150943,0.5622641509433962,0.5547169811320755,0.5660377358490566,0.5660377358490566,0.5283018867924528,0.5320754716981132,0.5584905660377358,0.5433962264150943,0.539622641509434,0.539622641509434,0.5320754716981132,0.5207547169811321,0.5773584905660377,0.6490566037735849,0.6566037735849056,0.9962264150943396
FOLD 4,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.556390977443609,0.5526315789473685,0.5488721804511278,0.5112781954887218,0.5488721804511278,0.5639097744360902,0.5300751879699248,0.5150375939849624,0.5526315789473685,0.556390977443609,0.5601503759398496,0.5413533834586466,0.5300751879699248,0.5639097744360902,0.5338345864661654,0.5488721804511278,0.5375939849624061,0.5488721804511278,0.5375939849624061,0.575187969924812,0.6052631578947368,0.6766917293233082,1.0
FOLD 5,0.5842696629213483,0.5842696629213483,0.5842696629213483,0.5767790262172284,0.5842696629213483,0.5692883895131086,0.5243445692883895,0.5280898876404494,0.5355805243445693,0.5955056179775281,0.5617977528089888,0.5842696629213483,0.5842696629213483,0.5767790262172284,0.5767790262172284,0.5580524344569289,0.5917602996254682,0.5692883895131086,0.5692883895131086,0.5617977528089888,0.5655430711610487,0.5842696629213483,0.5917602996254682,0.651685393258427,0.599250936329588,0.9887640449438202
FOLD 6,0.5539033457249071,0.5539033457249071,0.5539033457249071,0.5576208178438662,0.5539033457249071,0.5390334572490706,0.5390334572490706,0.5539033457249071,0.5576208178438662,0.5947955390334573,0.5836431226765799,0.5613382899628253,0.5650557620817844,0.5650557620817844,0.5762081784386617,0.5762081784386617,0.5576208178438662,0.516728624535316,0.5315985130111525,0.5204460966542751,0.5650557620817844,0.5613382899628253,0.5762081784386617,0.6468401486988847,0.6802973977695167,1.0
FOLD 7,0.5613382899628253,0.5613382899628253,0.5539033457249071,0.5613382899628253,0.5613382899628253,0.5427509293680297,0.5687732342007435,0.5687732342007435,0.5762081784386617,0.5799256505576208,0.5576208178438662,0.5836431226765799,0.5985130111524164,0.5947955390334573,0.5650557620817844,0.5427509293680297,0.5650557620817844,0.5464684014869888,0.5687732342007435,0.5390334572490706,0.550185873605948,0.5539033457249071,0.5687732342007435,0.6245353159851301,0.6579925650557621,1.0
FOLD 8,0.5576208178438662,0.5576208178438662,0.5464684014869888,0.550185873605948,0.5576208178438662,0.5315985130111525,0.483271375464684,0.5204460966542751,0.5315985130111525,0.5427509293680297,0.49070631970260226,0.5613382899628253,0.5650557620817844,0.5687732342007435,0.5464684014869888,0.5353159851301115,0.5613382899628253,0.5539033457249071,0.5576208178438662,0.5613382899628253,0.5613382899628253,0.5799256505576208,0.5947955390334573,0.6505576208178439,0.6505576208178439,0.9814126394052045
FOLD 9,0.5464684014869888,0.5464684014869888,0.5390334572490706,0.5390334572490706,0.5464684014869888,0.5427509293680297,0.5241635687732342,0.5390334572490706,0.5390334572490706,0.5353159851301115,0.5390334572490706,0.5613382899628253,0.5539033457249071,0.5539033457249071,0.5687732342007435,0.5390334572490706,0.5576208178438662,0.5539033457249071,0.5613382899628253,0.5427509293680297,0.5539033457249071,0.5576208178438662,0.6319702602230484,0.6468401486988847,0.7769516728624535,0.9962825278810409
FOLD 10,0.5278810408921933,0.5278810408921933,0.5241635687732342,0.5278810408921933,0.5278810408921933,0.5204460966542751,0.5464684014869888,0.5241635687732342,0.5353159851301115,0.5464684014869888,0.5464684014869888,0.5315985130111525,0.5315985130111525,0.5315985130111525,0.5278810408921933,0.5204460966542751,0.5353159851301115,0.5576208178438662,0.5315985130111525,0.5464684014869888,0.5204460966542751,0.5055762081784386,0.550185873605948,0.6282527881040892,0.6245353159851301,1.0
