,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.3492555831265509,0.3870967741935484,0.3207196029776675,0.3033498759305211,0.1011166253101737,0.1011166253101737
FOLD 2,0.34634448574969023,0.4014869888475837,0.30111524163568776,0.32589838909541513,0.09913258983890956,0.09913258983890955
FOLD 3,0.33292079207920794,0.3830445544554456,0.3094059405940594,0.32054455445544555,0.0952970297029703,0.0952970297029703
FOLD 4,0.3339517625231911,0.3828076685219543,0.3166357452071738,0.3129251700680272,0.10080395794681507,0.10080395794681508
FOLD 5,0.3176761433868974,0.3881334981458591,0.32509270704573545,0.3393077873918417,0.09826946847960444,0.09826946847960445
FOLD 6,0.35599505562422745,0.4190358467243511,0.3510506798516687,0.3176761433868974,0.09641532756489493,0.09641532756489493
FOLD 7,0.3448702101359704,0.3695920889987639,0.33559950556242274,0.2941903584672435,0.1007416563658838,0.10074165636588381
FOLD 8,0.3613341568869672,0.3971587399629401,0.3230389129092032,0.3150092649783817,0.09944410129709698,0.09944410129709698
FOLD 9,0.3580246913580247,0.4049382716049383,0.3364197530864197,0.3179012345679013,0.09876543209876544,0.09876543209876543
FOLD 10,0.32942628007402835,0.3935842072794571,0.35471930906847626,0.27637260950030845,0.10055521283158544,0.10055521283158544
MEAN,0.3429799160944756,0.39268786387348414,0.3273797397938515,0.3123175387841982,0.09905414014366995,0.09905414014366996
