,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.7204301075268817,0.9086021505376344
FOLD 2,0.7272727272727273,0.93048128342246
FOLD 3,0.7112299465240641,0.93048128342246
FOLD 4,0.7005347593582888,0.93048128342246
FOLD 5,0.7005347593582888,0.9411764705882353
FOLD 6,0.7005347593582888,0.8663101604278075
FOLD 7,0.7219251336898396,0.9358288770053476
FOLD 8,0.7340425531914894,0.9095744680851063
FOLD 9,0.6968085106382979,0.9414893617021277
FOLD 10,0.7074468085106383,0.925531914893617
MEAN,0.7120760065428804,0.9219957253507255
