,EUCLIDEAN,KPCA [Linear],KPCA [Poly-2],KPCA [Poly-3],KPCA [RBF],KPCA [Laplacian],KDA [Linear],KDA [Poly-2],KDA [Poly-3],KDA [RBF],KDA [Laplacian],KANMM [Linear],KANMM [Poly-2],KANMM [Poly-3],KANMM [RBF],KANMM [Laplacian],KDMLMJ [Linear],KDMLMJ [Poly-2],KDMLMJ [Poly-3],KDMLMJ [RBF],KDMLMJ [Laplacian],KLMNN [Linear],KLMNN [Poly-2],KLMNN [Poly-3],KLMNN [RBF],KLMNN [Laplacian]
FOLD 1,0.7131578947368421,0.7131578947368421,0.7131578947368421,0.7144736842105263,0.7131578947368421,0.7039473684210527,0.5144736842105263,0.5210526315789473,0.5223684210526316,0.5131578947368421,0.5605263157894737,0.5578947368421052,0.5644736842105263,0.5631578947368421,0.5644736842105263,0.6131578947368421,0.7736842105263158,0.7289473684210527,0.7486842105263158,0.7105263157894737,0.7618421052631579,0.7736842105263158,0.7986842105263158,0.0,0.0,0.0
FOLD 2,0.7171052631578947,0.7171052631578947,0.7197368421052631,0.718421052631579,0.7171052631578947,0.7092105263157895,0.5171052631578947,0.5236842105263158,0.5263157894736842,0.5092105263157894,0.5592105263157895,0.5815789473684211,0.5855263157894737,0.5921052631578947,0.5776315789473684,0.6131578947368421,0.7657894736842106,0.7394736842105263,0.7473684210526316,0.7210526315789474,0.7289473684210527,0.7960526315789473,0.8026315789473685,0.0,0.0,0.0
FOLD 3,0.7043363994743759,0.7043363994743759,0.7056504599211564,0.7056504599211564,0.7043363994743759,0.7017082785808147,0.49934296977660975,0.5137976346911958,0.5164257555847569,0.4967148488830486,0.533508541392904,0.5795006570302234,0.5755584756898817,0.5676741130091985,0.5611038107752957,0.6241787122207622,0.7752956636005256,0.7227332457293035,0.7490144546649146,0.7043363994743759,0.7516425755584757,0.7739816031537451,0.7897503285151117,0.0,0.0,0.0
FOLD 4,0.7109067017082786,0.7109067017082786,0.7069645203679369,0.7082785808147175,0.7109067017082786,0.7135348226018396,0.49934296977660975,0.5308804204993429,0.5216819973718791,0.5045992115637319,0.5479632063074902,0.5611038107752957,0.5611038107752957,0.5611038107752957,0.5492772667542707,0.6044678055190539,0.7555847568988173,0.721419185282523,0.7463863337713534,0.7109067017082786,0.7516425755584757,0.78580814717477,0.8081471747700394,0.0,0.0,0.0
FOLD 5,0.695137976346912,0.695137976346912,0.6977660972404731,0.6977660972404731,0.695137976346912,0.7003942181340341,0.492772667542707,0.492772667542707,0.4940867279894875,0.5295663600525624,0.5282522996057819,0.5768725361366623,0.5781865965834428,0.568988173455979,0.5611038107752957,0.6202365308804205,0.759526938239159,0.7148488830486203,0.7385019710906702,0.6911957950065704,0.7450722733245729,0.78580814717477,0.7923784494086727,0.0,0.0,0.0
FOLD 6,0.6990801576872536,0.6990801576872536,0.7030223390275953,0.7056504599211564,0.6990801576872536,0.7030223390275953,0.5111695137976346,0.492772667542707,0.492772667542707,0.5216819973718791,0.5479632063074902,0.5663600525624178,0.5676741130091985,0.568988173455979,0.5597897503285151,0.5978975032851511,0.7726675427069645,0.7240473061760841,0.7503285151116952,0.6898817345597897,0.7516425755584757,0.771353482260184,0.8015768725361366,0.0,0.0,0.0
FOLD 7,0.7109067017082786,0.7109067017082786,0.7069645203679369,0.7109067017082786,0.7109067017082786,0.7017082785808147,0.4967148488830486,0.5229960578186597,0.5269382391590013,0.519053876478318,0.545335085413929,0.5703022339027596,0.5729303547963206,0.568988173455979,0.5532194480946123,0.6110381077529566,0.7608409986859396,0.721419185282523,0.7293035479632063,0.7148488830486203,0.7398160315374507,0.7752956636005256,0.8042049934296978,0.0,0.0,0.0
FOLD 8,0.7007874015748031,0.7007874015748031,0.7007874015748031,0.7047244094488189,0.7007874015748031,0.6929133858267716,0.479002624671916,0.5026246719160105,0.49868766404199477,0.4921259842519685,0.5498687664041995,0.5511811023622047,0.5616797900262467,0.5656167979002624,0.5590551181102362,0.5997375328083989,0.7690288713910761,0.7165354330708661,0.7414698162729659,0.7099737532808399,0.7375328083989501,0.7650918635170604,0.7979002624671916,0.0,0.0,0.0
FOLD 9,0.7077326343381389,0.7077326343381389,0.7064220183486238,0.7077326343381389,0.7077326343381389,0.7064220183486238,0.508519003931848,0.526867627785059,0.5124508519003932,0.5019659239842726,0.5373525557011796,0.5766710353866317,0.5792922673656619,0.5766710353866317,0.564875491480996,0.6146788990825688,0.7575360419397117,0.72870249017038,0.7378768020969856,0.7024901703800787,0.7431192660550459,0.8047182175622543,0.8125819134993447,0.0,0.0,0.0
FOLD 10,0.7185863874345549,0.7185863874345549,0.7185863874345549,0.7225130890052356,0.7185863874345549,0.7198952879581152,0.5039267015706806,0.4973821989528796,0.5039267015706806,0.5170157068062827,0.5549738219895288,0.5837696335078534,0.581151832460733,0.5824607329842932,0.56282722513089,0.6230366492146597,0.7722513089005235,0.7356020942408377,0.7526178010471204,0.7172774869109948,0.7591623036649214,0.7840314136125655,0.8089005235602095,0.0,0.0,0.0
MEAN,0.7077737518167333,0.7077737518167333,0.7079058481125186,0.709611716924008,0.7077737518167333,0.7052756523795451,0.5022370247319475,0.5124830788853825,0.5115654815687216,0.5105092330444695,0.5464954325227767,0.5705234745874576,0.572757724070678,0.5715754168318354,0.5613357184608007,0.6121587530237655,0.7662205806573243,0.7253728875632716,0.7441551873597858,0.707248987173797,0.747041988334058,0.7815825380161139,0.8016756307660089,0.0,0.0,0.0
