,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.923697270471464,0.934863523573201,0.9088089330024814,0.923697270471464,0.0,0.0
FOLD 2,0.9200743494423792,0.9312267657992565,0.9070631970260223,0.9281288723667905,0.0,0.0
FOLD 3,0.9214108910891089,0.932549504950495,0.9133663366336634,0.9176980198019802,0.0,0.0
FOLD 4,0.9165120593692022,0.935064935064935,0.9183673469387755,0.9146567717996289,0.0,0.0
FOLD 5,0.9128553770086527,0.9332509270704573,0.9103831891223733,0.907292954264524,0.0,0.0
FOLD 6,0.9264524103831892,0.9338689740420272,0.92336217552534,0.9060568603213844,0.0,0.0
FOLD 7,0.9184177997527813,0.9326328800988876,0.9196538936959209,0.9140914709517923,0.0,0.0
FOLD 8,0.9221741815935763,0.9413218035824583,0.9289684990735022,0.9178505250154416,0.0,0.0
FOLD 9,0.9160493827160494,0.932716049382716,0.9228395061728395,0.9154320987654321,0.0,0.0
FOLD 10,0.9185687847008019,0.9370758790869833,0.9278223318938926,0.917951881554596,0.0,0.0
MEAN,0.9196212506527207,0.9344571242651417,0.9180635409084811,0.9162856725313034,0.0,0.0
