,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.5967741935483871,0.9086021505376344,0.0,0.0,0.0,0.0
FOLD 2,0.5935828877005348,0.9090909090909091,0.0,0.0,0.0,0.0
FOLD 3,0.5935828877005348,0.8716577540106952,0.0,0.0,0.0,0.0
FOLD 4,0.5882352941176471,0.9090909090909091,0.0,0.0,0.0,0.0
FOLD 5,0.6256684491978609,0.8983957219251337,0.0,0.0,0.0,0.0
FOLD 6,0.6256684491978609,0.893048128342246,0.0,0.0,0.0,0.0
FOLD 7,0.5721925133689839,0.9251336898395722,0.0,0.0,0.0,0.0
FOLD 8,0.6329787234042553,0.9361702127659575,0.0,0.0,0.0,0.0
FOLD 9,0.6382978723404256,0.9308510638297872,0.0,0.0,0.0,0.0
FOLD 10,0.6329787234042553,0.8829787234042553,0.0,0.0,0.0,0.0
MEAN,0.6099959993980745,0.90650192628371,0.0,0.0,0.0,0.0
