,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8692493946731235,0.9491525423728814,0.8740920096852299,0.8789346246973365,0.9491525423728814,0.9636803874092008
FOLD 2,0.8426150121065376,0.9249394673123488,0.8595641646489104,0.8692493946731235,0.9443099273607748,0.9297820823244553
FOLD 3,0.8478260869565217,0.9347826086956522,0.8647342995169082,0.8695652173913043,0.9468599033816425,0.9492753623188406
FOLD 4,0.8478260869565217,0.92512077294686,0.8647342995169082,0.8671497584541062,0.9444444444444444,0.9371980676328504
FOLD 5,0.8502415458937198,0.9130434782608696,0.8623188405797102,0.8599033816425121,0.9347826086956522,0.929951690821256
FOLD 6,0.8502415458937198,0.9106280193236715,0.8623188405797102,0.8743961352657005,0.9347826086956522,0.932367149758454
FOLD 7,0.8695652173913043,0.9347826086956522,0.8743961352657005,0.8792270531400966,0.9492753623188406,0.9371980676328504
FOLD 8,0.8478260869565217,0.9299516908212561,0.8647342995169082,0.8792270531400966,0.9444444444444444,0.9468599033816424
FOLD 9,0.8554216867469879,0.927710843373494,0.8602409638554217,0.8819277108433735,0.944578313253012,0.9421686746987952
FOLD 10,0.8650602409638555,0.9204819277108434,0.8698795180722891,0.8963855421686747,0.9518072289156626,0.9445783132530121
MEAN,0.8545872904538813,0.9270593959513528,0.8657013371237696,0.8755965871416326,0.9444437383883006,0.9413059699231358
