,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.9813895781637717,0.9776674937965261,0.9869727047146402,0.9863523573200993,0.10270270270270272,0.9837837837837838
FOLD 2,0.9789343246592317,0.9752168525402726,0.9857496902106567,0.9826517967781908,0.09836065573770493,0.9836065573770492
FOLD 3,0.9752475247524752,0.9764851485148515,0.9863861386138614,0.9876237623762376,0.09944751381215468,0.988950276243094
FOLD 4,0.9752628324056896,0.9777365491651205,0.9863945578231292,0.9845392702535559,0.1,0.9888888888888888
FOLD 5,0.9734239802224969,0.9752781211372065,0.984548825710754,0.980840543881335,0.1005586592178771,0.988826815642458
FOLD 6,0.9777503090234858,0.9765142150803461,0.9857849196538937,0.9833127317676144,0.1005586592178771,0.9832402234636872
FOLD 7,0.9758961681087762,0.9796044499381953,0.9870210135970334,0.9864029666254636,0.1005586592178771,0.9832402234636872
FOLD 8,0.9771463866584311,0.9765287214329833,0.9851760345892526,0.9833230389129092,0.10112359550561796,0.9887640449438202
FOLD 9,0.975925925925926,0.9777777777777777,0.9876543209876543,0.9851851851851852,0.1016949152542373,0.9887005649717514
FOLD 10,0.9790252930289944,0.9759407772979642,0.9876619370758791,0.986428130783467,0.10227272727272728,0.9829545454545454
MEAN,0.9770002322949279,0.9768750106681244,0.9863350142976754,0.9846659783884059,0.10072780879387762,0.9860955924232764
