,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.9937106918238994,0.9937106918238994
FOLD 2,0.98125,0.99375
FOLD 3,0.9875,1.0
FOLD 4,0.98125,0.9875
FOLD 5,0.98125,0.9875
FOLD 6,0.98125,0.9875
FOLD 7,0.96875,0.99375
FOLD 8,0.98125,0.99375
FOLD 9,0.9875776397515528,0.9937888198757764
FOLD 10,0.9814814814814815,0.9876543209876543
MEAN,0.9825269813056934,0.9918903832687331
