,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.5591397849462365,0.9086021505376344,0.0,0.0,0.0,0.0
FOLD 2,0.5935828877005348,0.9090909090909091,0.0,0.0,0.0,0.0
FOLD 3,0.5668449197860963,0.8823529411764706,0.0,0.0,0.0,0.0
FOLD 4,0.6363636363636364,0.9251336898395722,0.0,0.0,0.0,0.0
FOLD 5,0.5828877005347594,0.9090909090909091,0.0,0.0,0.0,0.0
FOLD 6,0.6042780748663101,0.8502673796791443,0.0,0.0,0.0,0.0
FOLD 7,0.5828877005347594,0.9037433155080213,0.0,0.0,0.0,0.0
FOLD 8,0.5957446808510638,0.9361702127659575,0.0,0.0,0.0,0.0
FOLD 9,0.6117021276595744,0.9148936170212766,0.0,0.0,0.0,0.0
FOLD 10,0.5585106382978723,0.8723404255319149,0.0,0.0,0.0,0.0
MEAN,0.5891942151540843,0.9011685550241809,0.0,0.0,0.0,0.0
