,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8813559322033898,0.9418886198547215,0.9346246973365617,0.937046004842615,0.0,0.0
FOLD 2,0.8595641646489104,0.9200968523002422,0.9055690072639225,0.9225181598062954,0.0,0.0
FOLD 3,0.8768115942028986,0.9347826086956522,0.9106280193236715,0.9251207729468599,0.0,0.0
FOLD 4,0.8671497584541062,0.9154589371980676,0.9057971014492754,0.9299516908212561,0.0,0.0
FOLD 5,0.8719806763285024,0.9033816425120773,0.8816425120772947,0.9082125603864735,0.0,0.0
FOLD 6,0.8647342995169082,0.9130434782608695,0.8985507246376812,0.9033816425120773,0.0,0.0
FOLD 7,0.8816425120772947,0.9251207729468599,0.9154589371980676,0.9371980676328503,0.0,0.0
FOLD 8,0.8743961352657005,0.9154589371980676,0.9057971014492754,0.9299516908212561,0.0,0.0
FOLD 9,0.8626506024096385,0.9228915662650602,0.8963855421686747,0.9132530120481928,0.0,0.0
FOLD 10,0.8602409638554217,0.9228915662650602,0.9132530120481928,0.9108433734939759,0.0,0.0
MEAN,0.8700526638962771,0.9215014981496678,0.9067706654952618,0.921747697531185,0.0,0.0
