,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.9851116625310173,0.9776674937965261,0.989454094292804,0.9913151364764268,0.10270270270270272,0.9837837837837838
FOLD 2,0.9857496902106567,0.9752168525402726,0.9882280049566295,0.9894671623296158,0.09836065573770493,0.9836065573770492
FOLD 3,0.9851485148514851,0.9764851485148515,0.9882425742574258,0.989480198019802,0.09944751381215468,0.988950276243094
FOLD 4,0.9876314162028448,0.9777365491651205,0.9882498453927026,0.9913419913419913,0.1,0.9888888888888888
FOLD 5,0.9833127317676144,0.9752781211372065,0.9876390605686032,0.9894932014833128,0.1005586592178771,0.988826815642458
FOLD 6,0.9876390605686032,0.9765142150803461,0.988257107540173,0.9913473423980222,0.1005586592178771,0.9832402234636872
FOLD 7,0.9826946847960445,0.9796044499381953,0.9864029666254636,0.9888751545117429,0.1005586592178771,0.9832402234636872
FOLD 8,0.9864113650401483,0.9765287214329833,0.990117356392835,0.9876466954910439,0.10112359550561796,0.9887640449438202
FOLD 9,0.9858024691358025,0.9777777777777777,0.9888888888888889,0.9919753086419754,0.1016949152542373,0.9887005649717514
FOLD 10,0.9858112276372609,0.9759407772979642,0.9907464528069093,0.9901295496607033,0.10227272727272728,0.9829545454545454
MEAN,0.9855312822741477,0.9768750106681244,0.9886226351722435,0.9901071740354638,0.10072780879387762,0.9860955924232764
