,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8789346246973365,0.9539951573849879,0.9225181598062954,0.9346246973365617,0.0,0.0
FOLD 2,0.8813559322033898,0.9225181598062954,0.9152542372881356,0.9176755447941889,0.0,0.0
FOLD 3,0.8647342995169082,0.9396135265700483,0.9227053140096618,0.9202898550724637,0.0,0.0
FOLD 4,0.8647342995169082,0.9347826086956522,0.9251207729468599,0.9299516908212561,0.0,0.0
FOLD 5,0.8599033816425121,0.927536231884058,0.9033816425120773,0.9202898550724637,0.0,0.0
FOLD 6,0.8743961352657005,0.9154589371980676,0.9082125603864735,0.9154589371980676,0.0,0.0
FOLD 7,0.8743961352657005,0.9396135265700483,0.9251207729468599,0.9420289855072463,0.0,0.0
FOLD 8,0.8743961352657005,0.927536231884058,0.9323671497584541,0.927536231884058,0.0,0.0
FOLD 9,0.8698795180722891,0.9325301204819277,0.9204819277108434,0.9325301204819277,0.0,0.0
FOLD 10,0.8867469879518072,0.9301204819277108,0.9132530120481928,0.9156626506024096,0.0,0.0
MEAN,0.8729477449398253,0.9323704982402854,0.9188415549413854,0.9256048568770645,0.0,0.0
