,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.6957295373665481,0.8274021352313167
FOLD 2,0.6886120996441281,0.8451957295373665
FOLD 3,0.701067615658363,0.8202846975088968
FOLD 4,0.7135231316725978,0.8131672597864769
FOLD 5,0.7491103202846975,0.8451957295373665
FOLD 6,0.7117437722419929,0.8380782918149466
FOLD 7,0.7117437722419929,0.8291814946619217
FOLD 8,0.7544483985765125,0.8451957295373665
FOLD 9,0.7429078014184397,0.8315602836879432
FOLD 10,0.6920353982300885,0.8265486725663717
MEAN,0.7160921847335362,0.8321810023869973
