,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.5440494590417311,0.7241112828438949
FOLD 2,0.45440494590417313,0.5950540958268934
FOLD 3,0.5595054095826894,0.8593508500772797
FOLD 4,0.5841049382716049,0.6118827160493827
FOLD 5,0.5682343870470317,0.6553585196607556
FOLD 6,0.605242868157286,0.7124132613723978
FOLD 7,0.6337702390131071,0.646106399383192
FOLD 8,0.607555898226677,0.6707787201233616
FOLD 9,0.5844255975327679,0.686969930609098
FOLD 10,0.5836545875096376,0.7131842713955281
MEAN,0.5724948330286705,0.6875210047341784
