,EUCLIDEAN,KPCA [Linear],KPCA [Poly-2],KPCA [Poly-3],KPCA [RBF],KPCA [Laplacian],KDA [Linear],KDA [Poly-2],KDA [Poly-3],KDA [RBF],KDA [Laplacian],KANMM [Linear],KANMM [Poly-2],KANMM [Poly-3],KANMM [RBF],KANMM [Laplacian],KDMLMJ [Linear],KDMLMJ [Poly-2],KDMLMJ [Poly-3],KDMLMJ [RBF],KDMLMJ [Laplacian],KLMNN [Linear],KLMNN [Poly-2],KLMNN [Poly-3],KLMNN [RBF],KLMNN [Laplacian]
FOLD 1,0.8444444444444444,0.8444444444444444,0.8412698412698413,0.8380952380952381,0.8444444444444444,0.8825396825396825,0.6984126984126984,0.726984126984127,0.7301587301587301,0.7873015873015873,0.7396825396825397,0.8444444444444444,0.8476190476190476,0.8476190476190476,0.9238095238095239,0.946031746031746,0.873015873015873,0.8634920634920635,0.8603174603174604,0.8698412698412699,0.9333333333333333,0.8634920634920635,0.9619047619047619,0.9587301587301588,0.9809523809523809,1.0
FOLD 2,0.8539682539682539,0.8539682539682539,0.8507936507936508,0.8444444444444444,0.8539682539682539,0.8761904761904762,0.6444444444444445,0.6634920634920635,0.6793650793650794,0.746031746031746,0.7174603174603175,0.8444444444444444,0.8476190476190476,0.8476190476190476,0.926984126984127,0.9365079365079365,0.873015873015873,0.8603174603174604,0.873015873015873,0.8761904761904762,0.926984126984127,0.834920634920635,0.9587301587301588,0.9523809523809523,0.9777777777777777,1.0
FOLD 3,0.8539682539682539,0.8539682539682539,0.8507936507936508,0.8476190476190476,0.8539682539682539,0.8857142857142857,0.7365079365079366,0.7015873015873015,0.7111111111111111,0.7619047619047619,0.7333333333333333,0.8539682539682539,0.8571428571428571,0.8539682539682539,0.926984126984127,0.9365079365079365,0.8698412698412699,0.8698412698412699,0.873015873015873,0.873015873015873,0.926984126984127,0.8857142857142857,0.9492063492063492,0.9619047619047619,0.9809523809523809,1.0
FOLD 4,0.8666666666666667,0.8666666666666667,0.8603174603174604,0.8603174603174604,0.8666666666666667,0.8888888888888888,0.7365079365079366,0.726984126984127,0.7142857142857143,0.7492063492063492,0.746031746031746,0.8603174603174604,0.8571428571428571,0.8539682539682539,0.9206349206349206,0.946031746031746,0.8761904761904762,0.8793650793650793,0.8888888888888888,0.8920634920634921,0.9492063492063492,0.8412698412698413,0.9682539682539683,0.9746031746031746,0.9809523809523809,1.0
FOLD 5,0.8634920634920635,0.8634920634920635,0.8476190476190476,0.8444444444444444,0.8634920634920635,0.8825396825396825,0.7047619047619048,0.6095238095238096,0.6476190476190476,0.7555555555555555,0.7428571428571429,0.8507936507936508,0.8539682539682539,0.8507936507936508,0.9206349206349206,0.9492063492063492,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8857142857142857,0.9365079365079365,0.8984126984126984,0.9746031746031746,0.9619047619047619,0.9841269841269841,1.0
FOLD 6,0.8639240506329114,0.8639240506329114,0.8607594936708861,0.8575949367088608,0.8639240506329114,0.8955696202531646,0.6740506329113924,0.6677215189873418,0.6740506329113924,0.7943037974683544,0.7468354430379747,0.8449367088607594,0.8512658227848101,0.8512658227848101,0.9240506329113924,0.9525316455696202,0.8892405063291139,0.879746835443038,0.8892405063291139,0.8924050632911392,0.9462025316455697,0.8449367088607594,0.9715189873417721,0.9683544303797469,0.9873417721518988,1.0
FOLD 7,0.8548895899053628,0.8548895899053628,0.8454258675078864,0.8485804416403786,0.8548895899053628,0.8927444794952681,0.7413249211356467,0.6624605678233438,0.6782334384858044,0.7413249211356467,0.7728706624605678,0.8391167192429022,0.8359621451104101,0.832807570977918,0.9274447949526814,0.9526813880126183,0.8832807570977917,0.8801261829652997,0.889589905362776,0.889589905362776,0.943217665615142,0.8927444794952681,0.9684542586750788,0.9779179810725552,0.9873817034700315,1.0
FOLD 8,0.8580441640378549,0.8580441640378549,0.8517350157728707,0.8485804416403786,0.8580441640378549,0.886435331230284,0.6750788643533123,0.6277602523659306,0.6309148264984227,0.7570977917981072,0.7318611987381703,0.8391167192429022,0.8359621451104101,0.8391167192429022,0.9337539432176656,0.9400630914826499,0.8738170347003155,0.8706624605678234,0.8769716088328076,0.8769716088328076,0.9400630914826499,0.886435331230284,0.9747634069400631,0.9652996845425867,0.9842271293375394,1.0
FOLD 9,0.861198738170347,0.861198738170347,0.861198738170347,0.8580441640378549,0.861198738170347,0.8990536277602523,0.6908517350157729,0.6845425867507886,0.7097791798107256,0.7634069400630915,0.7602523659305994,0.8643533123028391,0.861198738170347,0.861198738170347,0.9274447949526814,0.9400630914826499,0.8769716088328076,0.8769716088328076,0.8832807570977917,0.8832807570977917,0.9526813880126183,0.8801261829652997,0.9684542586750788,0.9873817034700315,0.9936908517350158,1.0
FOLD 10,0.8485804416403786,0.8485804416403786,0.8485804416403786,0.8454258675078864,0.8485804416403786,0.8927444794952681,0.6845425867507886,0.6782334384858044,0.6845425867507886,0.7854889589905363,0.7381703470031545,0.8706624605678234,0.8706624605678234,0.8643533123028391,0.9274447949526814,0.9495268138801262,0.8706624605678234,0.8675078864353313,0.8738170347003155,0.8801261829652997,0.943217665615142,0.8675078864353313,0.9747634069400631,0.9842271293375394,0.9810725552050473,1.0
