,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8910411622276029,0.9491525423728814,0.9200968523002422,0.9249394673123487,0.0,0.0
FOLD 2,0.8910411622276029,0.9249394673123487,0.9200968523002422,0.9176755447941889,0.0,0.0
FOLD 3,0.8840579710144928,0.9347826086956522,0.9227053140096618,0.9347826086956522,0.0,0.0
FOLD 4,0.8623188405797102,0.9251207729468599,0.9178743961352657,0.9251207729468599,0.0,0.0
FOLD 5,0.8864734299516909,0.9130434782608695,0.8985507246376812,0.9009661835748792,0.0,0.0
FOLD 6,0.8623188405797102,0.9106280193236715,0.9009661835748792,0.9082125603864735,0.0,0.0
FOLD 7,0.8888888888888888,0.9347826086956522,0.9130434782608695,0.9347826086956522,0.0,0.0
FOLD 8,0.8768115942028986,0.9299516908212561,0.9009661835748792,0.9202898550724637,0.0,0.0
FOLD 9,0.8674698795180723,0.927710843373494,0.8987951807228916,0.9108433734939759,0.0,0.0
FOLD 10,0.8987951807228916,0.9204819277108434,0.9132530120481928,0.9060240963855422,0.0,0.0
MEAN,0.8809216949913562,0.927059395951353,0.9106348177564806,0.9183637071358037,0.0,0.0
