,Euclidean,LDA,ITML,DMLMJ,NCA,LMNN,LSI,DML_eig,MCML,LDML
FOLD 1,0.9685534591194969,0.9559748427672956,0.9937106918238994,0.9748427672955975,1.0,0.9937106918238994,0.9748427672955975,0.9937106918238994,0.9937106918238994,1.0
FOLD 2,0.96875,0.94375,0.99375,0.9875,0.99375,0.99375,0.9875,0.99375,1.0,1.0
FOLD 3,0.96875,0.95,1.0,0.98125,1.0,0.99375,0.98125,0.99375,1.0,1.0
FOLD 4,0.95,0.95,0.9875,0.98125,1.0,0.99375,0.98125,0.99375,1.0,1.0
FOLD 5,0.95,0.94375,0.99375,0.98125,0.99375,0.99375,0.99375,0.99375,0.99375,1.0
FOLD 6,0.96875,0.94375,0.9875,0.975,1.0,0.99375,0.98125,1.0,1.0,1.0
FOLD 7,0.9625,0.9375,0.98125,0.9625,0.99375,0.99375,0.98125,0.9875,1.0,1.0
FOLD 8,0.95625,0.94375,0.99375,0.975,1.0,0.99375,0.99375,0.99375,1.0,1.0
FOLD 9,0.968944099378882,0.9440993788819876,0.9937888198757764,0.9813664596273292,1.0,1.0,0.9875776397515528,1.0,1.0,1.0
FOLD 10,0.9691358024691358,0.9444444444444444,0.9876543209876543,0.9814814814814815,0.9938271604938271,0.9938271604938271,0.9876543209876543,0.9876543209876543,0.9876543209876543,1.0
MEAN,0.9631633360967516,0.9457018666093726,0.9912653832687329,0.9781440708404407,0.9975077160493827,0.9943787852317728,0.9850074728034806,0.9937615012811556,0.9975115012811553,1.0
