,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.9652432969215492,0.846077457795432
FOLD 2,0.9633300297324083,0.9098116947472745
FOLD 3,0.9713438735177866,0.9179841897233202
FOLD 4,0.9694280078895463,0.8954635108481263
FOLD 5,0.968503937007874,0.8681102362204725
FOLD 6,0.9685349065880039,0.8898721730580138
FOLD 7,0.9665683382497542,0.8869223205506391
FOLD 8,0.9695181907571289,0.9085545722713865
FOLD 9,0.9655850540806293,0.9252704031465093
FOLD 10,0.967551622418879,0.8751229105211407
MEAN,0.9675607257163561,0.8923189468882315
