,Euclidean + NCM (2),NCMC (2 centroids)
FOLD 1,0.8692493946731235,0.9128329297820823
FOLD 2,0.8668280871670703,0.9007263922518159
FOLD 3,0.8668280871670703,0.9128329297820823
FOLD 4,0.8765133171912833,0.9200968523002422
FOLD 5,0.8765133171912833,0.910411622276029
FOLD 6,0.8426150121065376,0.9249394673123487
FOLD 7,0.8714285714285714,0.9380952380952381
FOLD 8,0.8214285714285714,0.9166666666666666
FOLD 9,0.8452380952380952,0.9357142857142857
FOLD 10,0.8595238095238096,0.930952380952381
MEAN,0.8596166263115415,0.9203268765133172
