,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.7642679900744417,0.858560794044665,0.707196029776675,0.7772952853598015,0.8325062034739454,0.0
FOLD 2,0.7707558859975217,0.8618339529120198,0.7317224287484511,0.8004956629491945,0.8042131350681536,0.0
FOLD 3,0.7654702970297029,0.8422029702970297,0.724009900990099,0.7784653465346535,0.8044554455445545,0.0
FOLD 4,0.769325912183055,0.8429189857761287,0.7260358688930117,0.7829313543599258,0.8268398268398268,0.0
FOLD 5,0.7620519159456118,0.8485784919653894,0.7070457354758962,0.7830655129789864,0.8152039555006181,0.0
FOLD 6,0.7682323856613102,0.857849196538937,0.7367119901112484,0.7775030902348579,0.8436341161928307,0.0
FOLD 7,0.76946847960445,0.842398022249691,0.7181705809641533,0.7830655129789864,0.804079110012361,0.0
FOLD 8,0.7745521927115503,0.8529956763434219,0.7232859789993823,0.7924644842495367,0.8350833848054354,0.0
FOLD 9,0.7604938271604939,0.858641975308642,0.7376543209876543,0.7962962962962963,0.7765432098765432,0.0
FOLD 10,0.770512029611351,0.8500925354719309,0.7063541024059222,0.8044417026526836,0.8476249228871067,0.0
MEAN,0.7675130915979489,0.8516072600907856,0.7218186937352493,0.7876024248594922,0.8190183310201375,0.0
