,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.3869171885873347,0.39944328462073764
FOLD 2,0.38873435326842837,0.38873435326842837
FOLD 3,0.3908205841446453,0.3991655076495132
FOLD 4,0.3988881167477415,0.4176511466296039
FOLD 5,0.41487143849895763,0.4134815844336345
FOLD 6,0.38846421125781794,0.41695621959694235
FOLD 7,0.3863794301598332,0.39610840861709523
FOLD 8,0.3898540653231411,0.3919388464211258
FOLD 9,0.3976405274115198,0.40041637751561415
FOLD 10,0.39805825242718446,0.4001386962552011
MEAN,0.3940628167826604,0.4024034425007896
