,Euclidean + NCM (3),NCMC (3 centroids)
FOLD 1,0.9511400651465798,0.9592833876221498
FOLD 2,0.9527687296416938,0.9609120521172638
FOLD 3,0.9495114006514658,0.9609120521172638
FOLD 4,0.9511400651465798,0.9576547231270358
FOLD 5,0.9528455284552846,0.9626016260162602
FOLD 6,0.9479674796747968,0.9398373983739837
FOLD 7,0.9528455284552846,0.9609756097560975
FOLD 8,0.9512195121951219,0.9544715447154472
FOLD 9,0.9544715447154472,0.9609756097560975
FOLD 10,0.9512987012987013,0.9237012987012987
MEAN,0.9515208555380955,0.9541325302302898
