,EUCLIDEAN,KPCA [Linear],KPCA [Poly-2],KPCA [Poly-3],KPCA [RBF],KPCA [Laplacian],KDA [Linear],KDA [Poly-2],KDA [Poly-3],KDA [RBF],KDA [Laplacian],KANMM [Linear],KANMM [Poly-2],KANMM [Poly-3],KANMM [RBF],KANMM [Laplacian],KDMLMJ [Linear],KDMLMJ [Poly-2],KDMLMJ [Poly-3],KDMLMJ [RBF],KDMLMJ [Laplacian],KLMNN [Linear],KLMNN [Poly-2],KLMNN [Poly-3],KLMNN [RBF],KLMNN [Laplacian]
appendicitis,0.8428700074654722,0.8428700074654722,0.8407866741321388,0.8355564109742442,0.8428700074654722,0.8438897443075775,0.8481224337439344,0.8491748320268757,0.850227463605823,0.8679579600597238,0.8564557670772676,0.8543943635684957,0.8543943635684957,0.8523110302351624,0.8763904441955954,0.8889786300858531,0.8491090425531915,0.8397230776409106,0.840742814483016,0.8575300951847705,0.8805242161254199,0.8355011198208286,0.8397121127286301,0.8355125513251214,0.8523002986188877,1.0
balance,0.8049738227671792,0.8217001152289626,0.7770756948637008,0.7923640006763197,0.8136961459831907,0.8288061953379957,0.4547076548080674,0.6756305228768242,0.6279970005626321,0.7497607385285314,0.8838891450028846,0.7764175507625013,0.7980960865260288,0.8224014763333916,0.8462335283894546,0.8327025178611592,0.829864693635917,0.9509372666635844,0.9696016280809342,0.9374308341446712,0.9491689409812843,0.8202696969717275,0.8426826883839423,0.9079048084583732,0.8865859002991396,0.9852470677367168
bupa,0.62318742868997,0.62318742868997,0.6235017114407218,0.6222134633336791,0.62318742868997,0.65603568094596,0.5623296338554091,0.5677751270615081,0.57585727621616,0.5526117622653253,0.5665117726376933,0.5903319157763718,0.5890384814853231,0.5832403277668291,0.5639176433979877,0.5735826159112125,0.6586049165024375,0.6254164505756663,0.6457079141167928,0.6247629913909345,0.7075282647028317,0.6437890260346437,0.6547349859973032,0.6627766829167099,0.6721252982055804,0.998710714656156
cleveland,0.5570905590609686,0.5570905590609686,0.5537392228752352,0.555224835113927,0.5570905590609686,0.5417382005048756,0.5301106386857493,0.5424791204656072,0.5480776684415786,0.5585214670014227,0.5394307465753059,0.5664459634237378,0.5705730430643418,0.5698225607529878,0.5559122800361151,0.5435844533417946,0.561564061484854,0.5514766379219789,0.5544561636107184,0.5473579855888809,0.549930688379286,0.5536831733736318,0.5862466260712516,0.6389823630061771,0.6753069690973792,0.9943817702796104
glass,0.6759954001409562,0.6759954001409562,0.6801379722851923,0.6801300416517989,0.6759954001409562,0.6931114252141589,0.6376375234882167,0.6723821146194784,0.6459097602776225,0.6474262142196964,0.6661368710143946,0.6884560821791949,0.6853469430090053,0.6874062939770894,0.6724215738701561,0.6848343720630514,0.6977963896770898,0.6957423298169251,0.7024919889832308,0.6702983403892204,0.7342345112667541,0.6790691190537013,0.7200746759082073,0.7289767654240441,0.7372480402359852,0.9890806099454408
hepatitis,0.8236869466417989,0.8236869466417989,0.8083885351683925,0.8111668488863163,0.8236869466417989,0.8403361952537142,0.8318865629086544,0.841648980641842,0.8471474585718269,0.8181509529015798,0.8111673848264627,0.8695457371320771,0.8709541878363025,0.8653980963406006,0.8363059253542564,0.8306916843526914,0.8834938474071217,0.8708574506399124,0.9179888310073532,0.8708183270092397,0.920824758290994,0.9777946598923832,1.0,1.0,1.0,1.0
ionosphere,0.8569176666926538,0.8569176666926538,0.8518493207556019,0.8493146486455994,0.8569176666926538,0.8882420554107252,0.6986483660801834,0.6749289792984638,0.6860060346996816,0.7641622409455735,0.7429355096535545,0.8512154174185481,0.8518543375235865,0.8502710417447069,0.9259186580034718,0.944915174471338,0.8752702526258009,0.8714697513926841,0.8774804574227566,0.8819198914375213,0.9398398215386996,0.8695560112796465,0.9670652731270468,0.9692704738326268,0.9838475916661438,1.0
iris,0.9533333333333334,0.9533333333333334,0.954074074074074,0.9548148148148148,0.9533333333333334,0.9518518518518516,0.8555555555555555,0.942962962962963,0.9488888888888892,0.9562962962962964,0.9362962962962964,0.9459259259259258,0.9503703703703704,0.9518518518518521,0.9451851851851852,0.9466666666666668,0.9592592592592594,0.9503703703703704,0.9555555555555556,0.9474074074074076,0.9592592592592594,0.9651851851851851,0.9681481481481482,0.965925925925926,0.9681481481481482,1.0
monk-2,0.95782129428977,0.9503675657640358,0.9603926611202735,0.9580810037055232,0.9480473189828396,0.9511434118404144,0.7047430529081868,0.7119059185763397,0.6995527447578702,0.8320517373420667,0.8459328568409481,0.6877611959061884,0.6365803890629639,0.6252600321965334,0.8996711713272812,0.9963996963822052,0.9709365025649179,0.9763402605486456,0.9863587304046584,0.9588588204435076,0.9938217142445538,0.9789096533198514,0.9873982645946179,0.9920262002858138,0.9989697347149709,1.0
newthyroid,0.942118476577106,0.942118476577106,0.9395384861919768,0.9385048875594252,0.942118476577106,0.948838203087442,0.9581459323754072,0.9576277976603814,0.9571123337428556,0.9638454142406924,0.9612547406655628,0.9390123390844506,0.9400459377170024,0.9410822071470542,0.961762192190588,0.9643475241707172,0.9441803322472091,0.94780193365739,0.942118476577106,0.9503845948400192,0.9612387158805621,0.9690053950109504,0.9700389936435021,0.9731291063511563,0.9741680465787084,1.0
sonar,0.8317405248740789,0.8317405248740789,0.836547700754976,0.837079615648593,0.8317405248740789,0.8392186530817483,0.6261073225696343,0.6287784278246147,0.6410922377311816,0.6057579917223019,0.6832214510562447,0.7499985318892017,0.7515999960850378,0.7521318803930133,0.8263728059389976,0.8450925338001924,0.9076028258686016,0.8696544862407432,0.8637949807738657,0.8691082572668426,0.933225824802998,0.9706479078809409,1.0,1.0,1.0,1.0
wine,0.9606825534272896,0.9606825534272896,0.9625460521461342,0.9606710521461344,0.9606825534272896,0.9669210521461344,0.9269671522180408,0.9169552141793732,0.9200725469600228,0.9644211000719068,0.9694095996950112,0.9325883190604956,0.9332056030111128,0.9325883190604956,0.9844019324756608,0.9825230016580508,0.9825192652563108,0.9793979537322782,0.9831403832687328,0.9819019813056932,0.99562106918239,0.9993788819875776,1.0,1.0,1.0,1.0
movement_libras,0.797237797006064,0.797237797006064,0.7866954130985621,0.7805826628312491,0.797237797006064,0.7775395249438934,0.3322038067142846,0.4953569672618348,0.4980904014244739,0.7419626323584634,0.7544348623004793,0.4684229653383662,0.4684110232574586,0.4689801600501234,0.7195968123731734,0.7376722493974961,0.8590990336738203,0.8118183018149756,0.8272405185333447,0.8124990004267085,0.8450957294421093,0.7945184120680295,0.8776625296572076,0.8924043261564051,0.9246377432794995,1.0
pima,0.7372715257271443,0.7372715257271443,0.7361123194164442,0.7377031695707821,0.7372715257271443,0.7181717039057076,0.6820035468408857,0.67534694628711,0.6653666463113692,0.6535020871150967,0.6650751194130983,0.717013752373623,0.7144111323958743,0.7141210694059879,0.7164369724701573,0.7076102323013476,0.7359703203031545,0.7381383686204963,0.7460947106898772,0.7455183490459499,0.7628823937829903,0.7378512334473787,0.7453715399479686,0.7397306826832186,0.7505792894606962,0.9968162083936324
banana,0.8543978508210502,0.8546070551523709,0.8549227295451673,0.8562848650994654,0.8545023431104861,0.853663767765612,0.6730521967004168,0.6622624613373035,0.6672989677128716,0.7037734791757086,0.649374749344863,0.8593215143141253,0.8603701730001154,0.8624666113623004,0.7854232706855727,0.8167743636793153,0.8554467292594892,0.8545023431104861,0.8551323733813859,0.8423287167006368,0.7643581305659175,0.854608593419513,0.8546092526768595,0.8547137449662955,0.8540837146953957,0.980197337699082
