,EUCLIDEAN,KPCA [Linear],KPCA [Poly-2],KPCA [Poly-3],KPCA [RBF],KPCA [Laplacian],KDA [Linear],KDA [Poly-2],KDA [Poly-3],KDA [RBF],KDA [Laplacian],KANMM [Linear],KANMM [Poly-2],KANMM [Poly-3],KANMM [RBF],KANMM [Laplacian],KDMLMJ [Linear],KDMLMJ [Poly-2],KDMLMJ [Poly-3],KDMLMJ [RBF],KDMLMJ [Laplacian],KLMNN [Linear],KLMNN [Poly-2],KLMNN [Poly-3],KLMNN [RBF],KLMNN [Laplacian]
FOLD 1,0.8520461699895068,0.8520461699895068,0.85099685204617,0.8551941238195173,0.8520461699895068,0.8478488982161595,0.6453305351521511,0.6715634837355718,0.6778593913955928,0.7072402938090241,0.6453305351521511,0.8551941238195173,0.8593913955928646,0.8614900314795383,0.7639034627492131,0.7964323189926548,0.8541448058761805,0.85099685204617,0.8520461699895068,0.8488982161594963,0.7555089192025184,0.8530954879328436,0.8530954879328436,0.8541448058761805,0.85099685204617,0.993704092339979
FOLD 2,0.8562434417628542,0.8551941238195173,0.857292759706191,0.8593913955928646,0.8551941238195173,0.8562434417628542,0.6736621196222455,0.6474291710388248,0.657922350472193,0.7061909758656874,0.6390346274921301,0.8614900314795383,0.8604407135362014,0.8625393494228751,0.8058761804826863,0.8300104931794333,0.8551941238195173,0.8562434417628542,0.8583420776495279,0.8677859391395593,0.7859391395592865,0.8551941238195173,0.8551941238195173,0.8583420776495279,0.8530954879328436,0.9926547743966422
FOLD 3,0.8457502623294858,0.8457502623294858,0.844700944386149,0.8426023084994754,0.8457502623294858,0.8394543546694648,0.6547743966421826,0.6715634837355718,0.6747114375655824,0.7313746065057712,0.6421825813221406,0.8478488982161595,0.8488982161594963,0.85099685204617,0.7754459601259182,0.8153200419727177,0.8467995802728226,0.844700944386149,0.844700944386149,0.8499475341028332,0.757607555089192,0.8457502623294858,0.844700944386149,0.8436516264428122,0.8488982161594963,0.9905561385099685
FOLD 4,0.8405036726128017,0.8405036726128017,0.8457502623294858,0.8478488982161595,0.8405036726128017,0.8373557187827911,0.6883525708289612,0.6810073452256034,0.6778593913955928,0.720881427072403,0.6694648478488983,0.8436516264428122,0.8457502623294858,0.8488982161594963,0.7943336831059811,0.8205666316894019,0.8426023084994754,0.8436516264428122,0.844700944386149,0.8457502623294858,0.7848898216159497,0.8426023084994754,0.8467995802728226,0.8426023084994754,0.8405036726128017,0.9821615949632738
FOLD 5,0.8551941238195173,0.8551941238195173,0.857292759706191,0.8551941238195173,0.8551941238195173,0.863588667366212,0.6621196222455404,0.6316894018887723,0.664218258132214,0.6526757607555089,0.6684155299055614,0.8520461699895068,0.8530954879328436,0.8541448058761805,0.7565582371458552,0.8352570828961176,0.8593913955928646,0.8530954879328436,0.857292759706191,0.7072402938090241,0.7261280167890871,0.8593913955928646,0.8593913955928646,0.8593913955928646,0.8562434417628542,0.9832109129066107
FOLD 6,0.8554973821989529,0.856544502617801,0.8544502617801047,0.8586387434554974,0.856544502617801,0.856544502617801,0.6764397905759162,0.6701570680628273,0.650261780104712,0.7267015706806282,0.650261780104712,0.8659685863874346,0.8649214659685864,0.8649214659685864,0.7895287958115184,0.8094240837696335,0.8534031413612565,0.8534031413612565,0.8554973821989529,0.856544502617801,0.749738219895288,0.8544502617801047,0.8554973821989529,0.8554973821989529,0.8534031413612565,0.9958115183246073
FOLD 7,0.8732984293193717,0.8732984293193717,0.8722513089005236,0.875392670157068,0.8732984293193717,0.8691099476439791,0.6774869109947644,0.6607329842931937,0.6596858638743456,0.7120418848167539,0.6376963350785341,0.8732984293193717,0.8743455497382199,0.8785340314136125,0.8209424083769633,0.8450261780104712,0.8743455497382199,0.8743455497382199,0.8712041884816754,0.8722513089005236,0.7507853403141361,0.8732984293193717,0.8722513089005236,0.8732984293193717,0.875392670157068,0.9926701570680628
FOLD 8,0.8617801047120419,0.86282722513089,0.86282722513089,0.86282722513089,0.8617801047120419,0.8607329842931937,0.6774869109947644,0.6450261780104712,0.6596858638743456,0.6722513089005235,0.650261780104712,0.881675392670157,0.881675392670157,0.8837696335078534,0.8041884816753927,0.8146596858638744,0.8607329842931937,0.8617801047120419,0.8607329842931937,0.8638743455497382,0.7675392670157068,0.8586387434554974,0.8596858638743455,0.8596858638743455,0.8575916230366493,0.9979057591623036
FOLD 9,0.8439790575916231,0.8450261780104712,0.8429319371727748,0.8439790575916231,0.8450261780104712,0.8450261780104712,0.6837696335078534,0.6534031413612565,0.6743455497382199,0.7256544502617801,0.6460732984293194,0.8534031413612565,0.8544502617801047,0.8554973821989529,0.7675392670157068,0.8,0.8460732984293193,0.8429319371727748,0.8408376963350785,0.8502617801047121,0.7706806282722513,0.8439790575916231,0.8397905759162304,0.8418848167539267,0.8450261780104712,0.9801047120418848
FOLD 10,0.8596858638743455,0.8596858638743455,0.8607329842931937,0.8617801047120419,0.8596858638743455,0.8607329842931937,0.6910994764397905,0.6900523560209424,0.6764397905759162,0.6827225130890052,0.6450261780104712,0.8586387434554974,0.8607329842931937,0.8638743455497382,0.7759162303664922,0.8010471204188482,0.8617801047120419,0.8638743455497382,0.8659685863874346,0.8607329842931937,0.7947643979057591,0.8596858638743455,0.8596858638743455,0.8586387434554974,0.8596858638743455,0.8931937172774869
